external_item_id,source_kind,original_item_id,seed_id,source_condition,source_modality,task2_gold_modality,capability_text,source_statement,requirement,modality,confidence,confidence_num,valid_label,valid_confidence,correct,gold_strength,pred_strength,overcommit,undercommit,high_conf_overcommit_80,high_conf_overcommit_90,text_modality,text_modality_parse_status,text_modality_correct,label_text_consistent,text_overcommit,text_undercommit,text_high_conf_overcommit_80,text_high_conf_overcommit_90
EXT0087,weak_modality_probe,S0008_weak_nice_if,S0008,weak_nice_if,nice_to_have,nice_to_have,respond fast to keep up-to-date data in the display,It would be nice if the system could respond fast to keep up-to-date data in the display.,The system should respond fast to keep up-to-date data in the display.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0088,weak_modality_probe,S0018_weak_nice_if,S0018,weak_nice_if,nice_to_have,nice_to_have,color code events according to their variance from current time,It would be nice if the system could color code events according to their variance from current time.,The system should color code events according to their variance from current time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0089,weak_modality_probe,S0029_weak_low_priority_enhancement,S0029,weak_low_priority_enhancement,nice_to_have,nice_to_have,conform to the smart device user interface standards in look and feel,"As a low-priority enhancement, the system could conform to the smart device user interface standards in look and feel.",The system could conform to the smart device user interface standards in look and feel.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0090,main_benchmark,S0029_optional,S0029,optional,optional,optional,conform to the smart device user interface standards in look and feel,The system MAY conform to the smart device user interface standards in look and feel.,The system shall conform to the smart device user interface standards in look and feel.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0091,main_benchmark,S0009_optional,S0009,optional,optional,optional,have a MDI form that allows for the viewing of the graph and the data table,The system MAY have a MDI form that allows for the viewing of the graph and the data table.,The system shall have a MDI form that allows for the viewing of the graph and the data table.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0092,weak_modality_probe,S0029_weak_future_enhancement,S0029,weak_future_enhancement,nice_to_have,nice_to_have,conform to the smart device user interface standards in look and feel,Stakeholders mentioned that the system could conform to the smart device user interface standards in look and feel as a possible future enhancement.,The system could conform to the smart device user interface standards in look and feel.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0093,main_benchmark,S0025_recommended,S0025,recommended,recommended,recommended,display the local and exercise time in separate clocks,The system SHOULD display the local and exercise time in separate clocks.,The system shall display the local and exercise time in separate clocks.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0094,main_benchmark,S0011_recommended,S0011,recommended,recommended,recommended,display the Events in a graph by time,The system SHOULD display the Events in a graph by time.,The system shall display the Events in a graph by time.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0095,weak_modality_probe,S0015_weak_low_priority_enhancement,S0015,weak_low_priority_enhancement,nice_to_have,nice_to_have,split the table side of the display into sequential and temporal regions,"As a low-priority enhancement, the system could split the table side of the display into sequential and temporal regions.",The system could split the table side of the display into sequential and temporal regions.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0096,weak_modality_probe,S0027_weak_low_priority_enhancement,S0027,weak_low_priority_enhancement,nice_to_have,nice_to_have,provide charts for the Activity or Event actual versus assumed time,"As a low-priority enhancement, the system could provide charts for the Activity or Event actual versus assumed time.",The system could provide charts for the Activity or Event actual versus assumed time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0097,main_benchmark,S0012_nice_to_have,S0012,nice_to_have,nice_to_have,nice_to_have,display Events or Activities,It would be useful if the system could display Events or Activities.,The system should display Events or Activities.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0098,main_benchmark,S0012_optional,S0012,optional,optional,optional,display Events or Activities,The system MAY display Events or Activities.,The system shall display Events or Activities.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0099,weak_modality_probe,S0001_weak_low_priority_enhancement,S0001,weak_low_priority_enhancement,nice_to_have,nice_to_have,refresh the display every 60 seconds,"As a low-priority enhancement, the system could refresh the display every 60 seconds.",The system could refresh the display every 60 seconds.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0100,main_benchmark,S0002_recommended,S0002,recommended,recommended,recommended,match the color of the schema set forth by Department of Homeland Security,The system SHOULD match the color of the schema set forth by Department of Homeland Security.,The system shall match the color of the schema set forth by Department of Homeland Security.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0101,main_benchmark,S0002_nice_to_have,S0002,nice_to_have,nice_to_have,nice_to_have,match the color of the schema set forth by Department of Homeland Security,It would be useful if the system could match the color of the schema set forth by Department of Homeland Security.,The system should match the color of the schema set forth by Department of Homeland Security.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0102,main_benchmark,S0001_nice_to_have,S0001,nice_to_have,nice_to_have,nice_to_have,refresh the display every 60 seconds,It would be useful if the system could refresh the display every 60 seconds.,The system should refresh the display every 60 seconds.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0103,weak_modality_probe,S0026_weak_nice_if,S0026,weak_nice_if,nice_to_have,nice_to_have,offer the ability to pause and resume the refresh of data,It would be nice if the system could offer the ability to pause and resume the refresh of data.,The system should offer the ability to pause and resume the refresh of data.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0104,weak_modality_probe,S0015_weak_future_enhancement,S0015,weak_future_enhancement,nice_to_have,nice_to_have,split the table side of the display into sequential and temporal regions,Stakeholders mentioned that the system could split the table side of the display into sequential and temporal regions as a possible future enhancement.,The system could split the table side of the display into sequential and temporal regions.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0105,main_benchmark,S0012_mandatory,S0012,mandatory,mandatory,mandatory,display Events or Activities,The system MUST display Events or Activities.,The system shall display Events or Activities.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0106,main_benchmark,S0029_mandatory,S0029,mandatory,mandatory,mandatory,conform to the smart device user interface standards in look and feel,The system MUST conform to the smart device user interface standards in look and feel.,The system shall conform to the smart device user interface standards in look and feel.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0107,main_benchmark,S0015_nice_to_have,S0015,nice_to_have,nice_to_have,nice_to_have,split the table side of the display into sequential and temporal regions,It would be useful if the system could split the table side of the display into sequential and temporal regions.,The system should split the table side of the display into sequential and temporal regions.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0108,weak_modality_probe,S0009_weak_nice_if,S0009,weak_nice_if,nice_to_have,nice_to_have,have a MDI form that allows for the viewing of the graph and the data table,It would be nice if the system could have a MDI form that allows for the viewing of the graph and the data table.,The system should have a MDI form that allows for the viewing of the graph and the data table.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0109,weak_modality_probe,S0021_weak_future_enhancement,S0021,weak_future_enhancement,nice_to_have,nice_to_have,allow modification of the display,Stakeholders mentioned that the system could allow modification of the display as a possible future enhancement.,The system could allow modification of the display.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0110,main_benchmark,S0026_nice_to_have,S0026,nice_to_have,nice_to_have,nice_to_have,offer the ability to pause and resume the refresh of data,It would be useful if the system could offer the ability to pause and resume the refresh of data.,The system should offer the ability to pause and resume the refresh of data.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0111,main_benchmark,S0026_optional,S0026,optional,optional,optional,offer the ability to pause and resume the refresh of data,The system MAY offer the ability to pause and resume the refresh of data.,The system shall offer the ability to pause and resume the refresh of data.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0112,weak_modality_probe,S0023_weak_future_enhancement,S0023,weak_future_enhancement,nice_to_have,nice_to_have,filter data by: Venues and Key Events,Stakeholders mentioned that the system could filter data by: Venues and Key Events as a possible future enhancement.,The system could filter data by: Venues and Key Events.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0113,main_benchmark,S0028_mandatory,S0028,mandatory,mandatory,mandatory,provide a history report of changes made to the Activity or Event data,The system MUST provide a history report of changes made to the Activity or Event data.,The system shall provide a history report of changes made to the Activity or Event data.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0114,weak_modality_probe,S0023_weak_low_priority_enhancement,S0023,weak_low_priority_enhancement,nice_to_have,nice_to_have,filter data by: Venues and Key Events,"As a low-priority enhancement, the system could filter data by: Venues and Key Events.",The system could filter data by: Venues and Key Events.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0115,main_benchmark,S0018_recommended,S0018,recommended,recommended,recommended,color code events according to their variance from current time,The system SHOULD color code events according to their variance from current time.,The system shall color code events according to their variance from current time.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0116,main_benchmark,S0027_mandatory,S0027,mandatory,mandatory,mandatory,provide charts for the Activity or Event actual versus assumed time,The system MUST provide charts for the Activity or Event actual versus assumed time.,The system shall provide charts for the Activity or Event actual versus assumed time.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0117,main_benchmark,S0030_recommended,S0030,recommended,recommended,recommended,provide standard menu buttons for navigation,The system SHOULD provide standard menu buttons for navigation.,The system shall provide standard menu buttons for navigation.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0118,main_benchmark,S0008_recommended,S0008,recommended,recommended,recommended,respond fast to keep up-to-date data in the display,The system SHOULD respond fast to keep up-to-date data in the display.,The system shall respond fast to keep up-to-date data in the display.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0119,weak_modality_probe,S0025_weak_nice_if,S0025,weak_nice_if,nice_to_have,nice_to_have,display the local and exercise time in separate clocks,It would be nice if the system could display the local and exercise time in separate clocks.,The system should display the local and exercise time in separate clocks.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0120,main_benchmark,S0009_nice_to_have,S0009,nice_to_have,nice_to_have,nice_to_have,have a MDI form that allows for the viewing of the graph and the data table,It would be useful if the system could have a MDI form that allows for the viewing of the graph and the data table.,The system should have a MDI form that allows for the viewing of the graph and the data table.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0121,main_benchmark,S0030_mandatory,S0030,mandatory,mandatory,mandatory,provide standard menu buttons for navigation,The system MUST provide standard menu buttons for navigation.,The system shall provide standard menu buttons for navigation.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0122,main_benchmark,S0024_mandatory,S0024,mandatory,mandatory,mandatory,allow a user to define the time segments,The system MUST allow a user to define the time segments.,The system shall allow a user to define the time segments.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0123,weak_modality_probe,S0015_weak_nice_if,S0015,weak_nice_if,nice_to_have,nice_to_have,split the table side of the display into sequential and temporal regions,It would be nice if the system could split the table side of the display into sequential and temporal regions.,The system should split the table side of the display into sequential and temporal regions.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0124,main_benchmark,S0029_nice_to_have,S0029,nice_to_have,nice_to_have,nice_to_have,conform to the smart device user interface standards in look and feel,It would be useful if the system could conform to the smart device user interface standards in look and feel.,The system should conform to the smart device user interface standards in look and feel.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0125,main_benchmark,S0001_optional,S0001,optional,optional,optional,refresh the display every 60 seconds,The system MAY refresh the display every 60 seconds.,The system shall refresh the display every 60 seconds.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0126,main_benchmark,S0025_mandatory,S0025,mandatory,mandatory,mandatory,display the local and exercise time in separate clocks,The system MUST display the local and exercise time in separate clocks.,The system shall display the local and exercise time in separate clocks.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0127,weak_modality_probe,S0027_weak_nice_if,S0027,weak_nice_if,nice_to_have,nice_to_have,provide charts for the Activity or Event actual versus assumed time,It would be nice if the system could provide charts for the Activity or Event actual versus assumed time.,The system should provide charts for the Activity or Event actual versus assumed time.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0128,main_benchmark,S0008_nice_to_have,S0008,nice_to_have,nice_to_have,nice_to_have,respond fast to keep up-to-date data in the display,It would be useful if the system could respond fast to keep up-to-date data in the display.,The system should respond fast to keep up-to-date data in the display.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
EXT0129,weak_modality_probe,S0028_weak_nice_if,S0028,weak_nice_if,nice_to_have,nice_to_have,provide a history report of changes made to the Activity or Event data,It would be nice if the system could provide a history report of changes made to the Activity or Event data.,The system should provide a history report of changes made to the Activity or Event data.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0130,main_benchmark,S0021_optional,S0021,optional,optional,optional,allow modification of the display,The system MAY allow modification of the display.,The system shall allow modification of the display.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0131,main_benchmark,S0009_recommended,S0009,recommended,recommended,recommended,have a MDI form that allows for the viewing of the graph and the data table,The system SHOULD have a MDI form that allows for the viewing of the graph and the data table.,The system shall have a MDI form that allows for the viewing of the graph and the data table.,recommended,98,98,True,True,True,2,2,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0132,main_benchmark,S0027_optional,S0027,optional,optional,optional,provide charts for the Activity or Event actual versus assumed time,The system MAY provide charts for the Activity or Event actual versus assumed time.,The system shall provide charts for the Activity or Event actual versus assumed time.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0133,weak_modality_probe,S0012_weak_nice_if,S0012,weak_nice_if,nice_to_have,nice_to_have,display Events or Activities,It would be nice if the system could display Events or Activities.,The system should display Events or Activities.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0134,weak_modality_probe,S0002_weak_nice_if,S0002,weak_nice_if,nice_to_have,nice_to_have,match the color of the schema set forth by Department of Homeland Security,It would be nice if the system could match the color of the schema set forth by Department of Homeland Security.,The system should match the color of the schema set forth by Department of Homeland Security.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0135,main_benchmark,S0015_mandatory,S0015,mandatory,mandatory,mandatory,split the table side of the display into sequential and temporal regions,The system MUST split the table side of the display into sequential and temporal regions.,The system shall split the table side of the display into sequential and temporal regions.,mandatory,98,98,True,True,True,3,3,False,False,False,False,mandatory,ok,True,True,False,False,False,False
EXT0136,main_benchmark,S0025_optional,S0025,optional,optional,optional,display the local and exercise time in separate clocks,The system MAY display the local and exercise time in separate clocks.,The system shall display the local and exercise time in separate clocks.,optional,98,98,True,True,True,1,1,False,False,False,False,mandatory,ok,False,False,True,False,True,True
EXT0137,weak_modality_probe,S0022_weak_nice_if,S0022,weak_nice_if,nice_to_have,nice_to_have,offer a display of all the Events in the exercise,It would be nice if the system could offer a display of all the Events in the exercise.,The system should offer a display of all the Events in the exercise.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0138,weak_modality_probe,S0024_weak_nice_if,S0024,weak_nice_if,nice_to_have,nice_to_have,allow a user to define the time segments,It would be nice if the system could allow a user to define the time segments.,The system should allow a user to define the time segments.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,recommended,ok,False,False,True,False,True,True
EXT0139,weak_modality_probe,S0008_weak_low_priority_enhancement,S0008,weak_low_priority_enhancement,nice_to_have,nice_to_have,respond fast to keep up-to-date data in the display,"As a low-priority enhancement, the system could respond fast to keep up-to-date data in the display.",The system could respond fast to keep up-to-date data in the display.,nice_to_have,94,94,True,True,True,0,0,False,False,False,False,optional,ok,False,False,True,False,True,True
EXT0140,main_benchmark,S0021_nice_to_have,S0021,nice_to_have,nice_to_have,nice_to_have,allow modification of the display,It would be useful if the system could allow modification of the display.,The system should allow modification of the display.,recommended,90,90,True,True,False,0,2,True,False,True,True,recommended,ok,False,True,True,False,True,True
