item_id,seed_id,template_id,source_modality,source_statement,task2_gold_modality,capability_text
S0066_weak_future_enhancement,S0066,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow realtors to retrieve maps showing property locations for a specified area as a possible future enhancement.,nice_to_have,allow realtors to retrieve maps showing property locations for a specified area
S0067_weak_useful_if,S0067,useful_if,nice_to_have,It would be useful if the system could notify the realtor when a seller or buyer responds to an appointment request.,nice_to_have,notify the realtor when a seller or buyer responds to an appointment request
S0067_weak_nice_if,S0067,nice_if,nice_to_have,It would be nice if the system could notify the realtor when a seller or buyer responds to an appointment request.,nice_to_have,notify the realtor when a seller or buyer responds to an appointment request
S0067_weak_low_priority_enhancement,S0067,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could notify the realtor when a seller or buyer responds to an appointment request.",nice_to_have,notify the realtor when a seller or buyer responds to an appointment request
S0067_weak_future_enhancement,S0067,future_enhancement,nice_to_have,Stakeholders mentioned that the system could notify the realtor when a seller or buyer responds to an appointment request as a possible future enhancement.,nice_to_have,notify the realtor when a seller or buyer responds to an appointment request
S0068_weak_useful_if,S0068,useful_if,nice_to_have,It would be useful if the system could allow the user to save the property search results.,nice_to_have,allow the user to save the property search results
S0068_weak_nice_if,S0068,nice_if,nice_to_have,It would be nice if the system could allow the user to save the property search results.,nice_to_have,allow the user to save the property search results
S0068_weak_low_priority_enhancement,S0068,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow the user to save the property search results.",nice_to_have,allow the user to save the property search results
S0068_weak_future_enhancement,S0068,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow the user to save the property search results as a possible future enhancement.,nice_to_have,allow the user to save the property search results
S0069_weak_useful_if,S0069,useful_if,nice_to_have,It would be useful if the system could be easy to use by the Program Administrators/Nursing Staff Members.,nice_to_have,be easy to use by the Program Administrators/Nursing Staff Members
S0069_weak_nice_if,S0069,nice_if,nice_to_have,It would be nice if the system could be easy to use by the Program Administrators/Nursing Staff Members.,nice_to_have,be easy to use by the Program Administrators/Nursing Staff Members
S0069_weak_low_priority_enhancement,S0069,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be easy to use by the Program Administrators/Nursing Staff Members.",nice_to_have,be easy to use by the Program Administrators/Nursing Staff Members
S0069_weak_future_enhancement,S0069,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be easy to use by the Program Administrators/Nursing Staff Members as a possible future enhancement.,nice_to_have,be easy to use by the Program Administrators/Nursing Staff Members
S0070_weak_useful_if,S0070,useful_if,nice_to_have,It would be useful if the system could be usable by all users after one day of training.,nice_to_have,be usable by all users after one day of training
S0070_weak_nice_if,S0070,nice_if,nice_to_have,It would be nice if the system could be usable by all users after one day of training.,nice_to_have,be usable by all users after one day of training
S0070_weak_low_priority_enhancement,S0070,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be usable by all users after one day of training.",nice_to_have,be usable by all users after one day of training
S0070_weak_future_enhancement,S0070,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be usable by all users after one day of training as a possible future enhancement.,nice_to_have,be usable by all users after one day of training
S0071_weak_useful_if,S0071,useful_if,nice_to_have,It would be useful if the system could help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,nice_to_have,help the user avoid making mistakes while scheduling classes and clinicals for the nursing students
S0071_weak_nice_if,S0071,nice_if,nice_to_have,It would be nice if the system could help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,nice_to_have,help the user avoid making mistakes while scheduling classes and clinicals for the nursing students
S0071_weak_low_priority_enhancement,S0071,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.",nice_to_have,help the user avoid making mistakes while scheduling classes and clinicals for the nursing students
S0071_weak_future_enhancement,S0071,future_enhancement,nice_to_have,Stakeholders mentioned that the system could help the user avoid making mistakes while scheduling classes and clinicals for the nursing students as a possible future enhancement.,nice_to_have,help the user avoid making mistakes while scheduling classes and clinicals for the nursing students
S0073_weak_useful_if,S0073,useful_if,nice_to_have,It would be useful if the system could be intuitive to the Program Administrators/Nursing Staff Members.,nice_to_have,be intuitive to the Program Administrators/Nursing Staff Members
S0073_weak_nice_if,S0073,nice_if,nice_to_have,It would be nice if the system could be intuitive to the Program Administrators/Nursing Staff Members.,nice_to_have,be intuitive to the Program Administrators/Nursing Staff Members
S0073_weak_low_priority_enhancement,S0073,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be intuitive to the Program Administrators/Nursing Staff Members.",nice_to_have,be intuitive to the Program Administrators/Nursing Staff Members
S0073_weak_future_enhancement,S0073,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be intuitive to the Program Administrators/Nursing Staff Members as a possible future enhancement.,nice_to_have,be intuitive to the Program Administrators/Nursing Staff Members
S0074_weak_useful_if,S0074,useful_if,nice_to_have,It would be useful if the system could enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals.,nice_to_have,enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals
S0074_weak_nice_if,S0074,nice_if,nice_to_have,It would be nice if the system could enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals.,nice_to_have,enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals
S0074_weak_low_priority_enhancement,S0074,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals.",nice_to_have,enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals
S0074_weak_future_enhancement,S0074,future_enhancement,nice_to_have,Stakeholders mentioned that the system could enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals as a possible future enhancement.,nice_to_have,enable 2 out of 3 Program Administrators/Nursing Staff Members to successfully manage scheduling of classes and clinicals
S0075_weak_useful_if,S0075,useful_if,nice_to_have,It would be useful if the system could use symbols and words that are naturally understandable by the user community.,nice_to_have,use symbols and words that are naturally understandable by the user community
S0075_weak_nice_if,S0075,nice_if,nice_to_have,It would be nice if the system could use symbols and words that are naturally understandable by the user community.,nice_to_have,use symbols and words that are naturally understandable by the user community
S0075_weak_low_priority_enhancement,S0075,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could use symbols and words that are naturally understandable by the user community.",nice_to_have,use symbols and words that are naturally understandable by the user community
S0075_weak_future_enhancement,S0075,future_enhancement,nice_to_have,Stakeholders mentioned that the system could use symbols and words that are naturally understandable by the user community as a possible future enhancement.,nice_to_have,use symbols and words that are naturally understandable by the user community
S0076_weak_useful_if,S0076,useful_if,nice_to_have,It would be useful if the system could use Standard English and national Nursing Community terminology consistently.,nice_to_have,use Standard English and national Nursing Community terminology consistently
S0076_weak_nice_if,S0076,nice_if,nice_to_have,It would be nice if the system could use Standard English and national Nursing Community terminology consistently.,nice_to_have,use Standard English and national Nursing Community terminology consistently
S0076_weak_low_priority_enhancement,S0076,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could use Standard English and national Nursing Community terminology consistently.",nice_to_have,use Standard English and national Nursing Community terminology consistently
S0076_weak_future_enhancement,S0076,future_enhancement,nice_to_have,Stakeholders mentioned that the system could use Standard English and national Nursing Community terminology consistently as a possible future enhancement.,nice_to_have,use Standard English and national Nursing Community terminology consistently
S0077_weak_useful_if,S0077,useful_if,nice_to_have,It would be useful if the system could enable staff members to complete a set of tasks in a timely manner.,nice_to_have,enable staff members to complete a set of tasks in a timely manner
S0077_weak_nice_if,S0077,nice_if,nice_to_have,It would be nice if the system could enable staff members to complete a set of tasks in a timely manner.,nice_to_have,enable staff members to complete a set of tasks in a timely manner
S0077_weak_low_priority_enhancement,S0077,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could enable staff members to complete a set of tasks in a timely manner.",nice_to_have,enable staff members to complete a set of tasks in a timely manner
S0077_weak_future_enhancement,S0077,future_enhancement,nice_to_have,Stakeholders mentioned that the system could enable staff members to complete a set of tasks in a timely manner as a possible future enhancement.,nice_to_have,enable staff members to complete a set of tasks in a timely manner
S0079_weak_useful_if,S0079,useful_if,nice_to_have,It would be useful if the system could be available for use between the hours of 8am and 6pm.,nice_to_have,be available for use between the hours of 8am and 6pm
S0079_weak_nice_if,S0079,nice_if,nice_to_have,It would be nice if the system could be available for use between the hours of 8am and 6pm.,nice_to_have,be available for use between the hours of 8am and 6pm
S0079_weak_low_priority_enhancement,S0079,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be available for use between the hours of 8am and 6pm.",nice_to_have,be available for use between the hours of 8am and 6pm
S0079_weak_future_enhancement,S0079,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be available for use between the hours of 8am and 6pm as a possible future enhancement.,nice_to_have,be available for use between the hours of 8am and 6pm
S0081_weak_useful_if,S0081,useful_if,nice_to_have,It would be useful if the system could handle all of the user requests/usage during business hours.,nice_to_have,handle all of the user requests/usage during business hours
S0081_weak_nice_if,S0081,nice_if,nice_to_have,It would be nice if the system could handle all of the user requests/usage during business hours.,nice_to_have,handle all of the user requests/usage during business hours
S0081_weak_low_priority_enhancement,S0081,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could handle all of the user requests/usage during business hours.",nice_to_have,handle all of the user requests/usage during business hours
S0081_weak_future_enhancement,S0081,future_enhancement,nice_to_have,Stakeholders mentioned that the system could handle all of the user requests/usage during business hours as a possible future enhancement.,nice_to_have,handle all of the user requests/usage during business hours
S0082_weak_useful_if,S0082,useful_if,nice_to_have,It would be useful if the system could cater to 10 simultaneous users from 9am to 5pm.,nice_to_have,cater to 10 simultaneous users from 9am to 5pm
S0082_weak_nice_if,S0082,nice_if,nice_to_have,It would be nice if the system could cater to 10 simultaneous users from 9am to 5pm.,nice_to_have,cater to 10 simultaneous users from 9am to 5pm
S0082_weak_low_priority_enhancement,S0082,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could cater to 10 simultaneous users from 9am to 5pm.",nice_to_have,cater to 10 simultaneous users from 9am to 5pm
S0082_weak_future_enhancement,S0082,future_enhancement,nice_to_have,Stakeholders mentioned that the system could cater to 10 simultaneous users from 9am to 5pm as a possible future enhancement.,nice_to_have,cater to 10 simultaneous users from 9am to 5pm
S0084_weak_useful_if,S0084,useful_if,nice_to_have,It would be useful if the system could manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,nice_to_have,manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years
S0084_weak_nice_if,S0084,nice_if,nice_to_have,It would be nice if the system could manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,nice_to_have,manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years
S0084_weak_low_priority_enhancement,S0084,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.",nice_to_have,manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years
S0084_weak_future_enhancement,S0084,future_enhancement,nice_to_have,Stakeholders mentioned that the system could manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years as a possible future enhancement.,nice_to_have,manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years
S0085_weak_useful_if,S0085,useful_if,nice_to_have,It would be useful if the system could operate within a business office environment typical of the Nursing Department at DePaul University.,nice_to_have,operate within a business office environment typical of the Nursing Department at DePaul University
S0085_weak_nice_if,S0085,nice_if,nice_to_have,It would be nice if the system could operate within a business office environment typical of the Nursing Department at DePaul University.,nice_to_have,operate within a business office environment typical of the Nursing Department at DePaul University
S0085_weak_low_priority_enhancement,S0085,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could operate within a business office environment typical of the Nursing Department at DePaul University.",nice_to_have,operate within a business office environment typical of the Nursing Department at DePaul University
S0085_weak_future_enhancement,S0085,future_enhancement,nice_to_have,Stakeholders mentioned that the system could operate within a business office environment typical of the Nursing Department at DePaul University as a possible future enhancement.,nice_to_have,operate within a business office environment typical of the Nursing Department at DePaul University
S0086_weak_useful_if,S0086,useful_if,nice_to_have,It would be useful if the system could be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,nice_to_have,be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members
S0086_weak_nice_if,S0086,nice_if,nice_to_have,It would be nice if the system could be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,nice_to_have,be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members
S0086_weak_low_priority_enhancement,S0086,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.",nice_to_have,be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members
S0086_weak_future_enhancement,S0086,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members as a possible future enhancement.,nice_to_have,be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members
S0087_weak_useful_if,S0087,useful_if,nice_to_have,It would be useful if the system could operate within the Windows XP Professional operating system.,nice_to_have,operate within the Windows XP Professional operating system
S0087_weak_nice_if,S0087,nice_if,nice_to_have,It would be nice if the system could operate within the Windows XP Professional operating system.,nice_to_have,operate within the Windows XP Professional operating system
S0087_weak_low_priority_enhancement,S0087,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could operate within the Windows XP Professional operating system.",nice_to_have,operate within the Windows XP Professional operating system
S0087_weak_future_enhancement,S0087,future_enhancement,nice_to_have,Stakeholders mentioned that the system could operate within the Windows XP Professional operating system as a possible future enhancement.,nice_to_have,operate within the Windows XP Professional operating system
S0088_weak_useful_if,S0088,useful_if,nice_to_have,It would be useful if the system could interface with CampusConnect's central server.,nice_to_have,interface with CampusConnect's central server
S0088_weak_nice_if,S0088,nice_if,nice_to_have,It would be nice if the system could interface with CampusConnect's central server.,nice_to_have,interface with CampusConnect's central server
S0088_weak_low_priority_enhancement,S0088,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could interface with CampusConnect's central server.",nice_to_have,interface with CampusConnect's central server
S0088_weak_future_enhancement,S0088,future_enhancement,nice_to_have,Stakeholders mentioned that the system could interface with CampusConnect's central server as a possible future enhancement.,nice_to_have,interface with CampusConnect's central server
S0089_weak_useful_if,S0089,useful_if,nice_to_have,It would be useful if the system could interface with the faculty central server.,nice_to_have,interface with the faculty central server
S0089_weak_nice_if,S0089,nice_if,nice_to_have,It would be nice if the system could interface with the faculty central server.,nice_to_have,interface with the faculty central server
S0089_weak_low_priority_enhancement,S0089,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could interface with the faculty central server.",nice_to_have,interface with the faculty central server
S0089_weak_future_enhancement,S0089,future_enhancement,nice_to_have,Stakeholders mentioned that the system could interface with the faculty central server as a possible future enhancement.,nice_to_have,interface with the faculty central server
S0090_weak_useful_if,S0090,useful_if,nice_to_have,It would be useful if the system could interface with the student master server.,nice_to_have,interface with the student master server
S0090_weak_nice_if,S0090,nice_if,nice_to_have,It would be nice if the system could interface with the student master server.,nice_to_have,interface with the student master server
S0090_weak_low_priority_enhancement,S0090,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could interface with the student master server.",nice_to_have,interface with the student master server
S0090_weak_future_enhancement,S0090,future_enhancement,nice_to_have,Stakeholders mentioned that the system could interface with the student master server as a possible future enhancement.,nice_to_have,interface with the student master server
S0091_weak_useful_if,S0091,useful_if,nice_to_have,It would be useful if the system could interface with any HTML browser.,nice_to_have,interface with any HTML browser
S0091_weak_nice_if,S0091,nice_if,nice_to_have,It would be nice if the system could interface with any HTML browser.,nice_to_have,interface with any HTML browser
S0091_weak_low_priority_enhancement,S0091,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could interface with any HTML browser.",nice_to_have,interface with any HTML browser
S0091_weak_future_enhancement,S0091,future_enhancement,nice_to_have,Stakeholders mentioned that the system could interface with any HTML browser as a possible future enhancement.,nice_to_have,interface with any HTML browser
S0092_weak_useful_if,S0092,useful_if,nice_to_have,It would be useful if the system could restrict access to clinical site information to authorized users.,nice_to_have,restrict access to clinical site information to authorized users
S0092_weak_nice_if,S0092,nice_if,nice_to_have,It would be nice if the system could restrict access to clinical site information to authorized users.,nice_to_have,restrict access to clinical site information to authorized users
S0092_weak_low_priority_enhancement,S0092,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could restrict access to clinical site information to authorized users.",nice_to_have,restrict access to clinical site information to authorized users
S0092_weak_future_enhancement,S0092,future_enhancement,nice_to_have,Stakeholders mentioned that the system could restrict access to clinical site information to authorized users as a possible future enhancement.,nice_to_have,restrict access to clinical site information to authorized users
S0093_weak_useful_if,S0093,useful_if,nice_to_have,It would be useful if the system could restrict access to clinical site details to Program Administrators and Nursing Staff Members.,nice_to_have,restrict access to clinical site details to Program Administrators and Nursing Staff Members
S0093_weak_nice_if,S0093,nice_if,nice_to_have,It would be nice if the system could restrict access to clinical site details to Program Administrators and Nursing Staff Members.,nice_to_have,restrict access to clinical site details to Program Administrators and Nursing Staff Members
S0093_weak_low_priority_enhancement,S0093,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could restrict access to clinical site details to Program Administrators and Nursing Staff Members.",nice_to_have,restrict access to clinical site details to Program Administrators and Nursing Staff Members
S0093_weak_future_enhancement,S0093,future_enhancement,nice_to_have,Stakeholders mentioned that the system could restrict access to clinical site details to Program Administrators and Nursing Staff Members as a possible future enhancement.,nice_to_have,restrict access to clinical site details to Program Administrators and Nursing Staff Members
S0094_weak_useful_if,S0094,useful_if,nice_to_have,It would be useful if the system could restrict access to students' personal information to authorized users.,nice_to_have,restrict access to students' personal information to authorized users
S0094_weak_nice_if,S0094,nice_if,nice_to_have,It would be nice if the system could restrict access to students' personal information to authorized users.,nice_to_have,restrict access to students' personal information to authorized users
S0094_weak_low_priority_enhancement,S0094,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could restrict access to students' personal information to authorized users.",nice_to_have,restrict access to students' personal information to authorized users
S0094_weak_future_enhancement,S0094,future_enhancement,nice_to_have,Stakeholders mentioned that the system could restrict access to students' personal information to authorized users as a possible future enhancement.,nice_to_have,restrict access to students' personal information to authorized users
S0095_weak_useful_if,S0095,useful_if,nice_to_have,It would be useful if the system could restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek.,nice_to_have,restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek
S0095_weak_nice_if,S0095,nice_if,nice_to_have,It would be nice if the system could restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek.,nice_to_have,restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek
S0095_weak_low_priority_enhancement,S0095,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek.",nice_to_have,restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek
S0095_weak_future_enhancement,S0095,future_enhancement,nice_to_have,Stakeholders mentioned that the system could restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek as a possible future enhancement.,nice_to_have,restrict access to students' personal information to Dr Susan Poslusny and Dr Julie Donalek
S0096_weak_useful_if,S0096,useful_if,nice_to_have,It would be useful if the system could restrict access to the CampusConnect interface portion of the system to authorized users.,nice_to_have,restrict access to the CampusConnect interface portion of the system to authorized users
S0096_weak_nice_if,S0096,nice_if,nice_to_have,It would be nice if the system could restrict access to the CampusConnect interface portion of the system to authorized users.,nice_to_have,restrict access to the CampusConnect interface portion of the system to authorized users
S0096_weak_low_priority_enhancement,S0096,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could restrict access to the CampusConnect interface portion of the system to authorized users.",nice_to_have,restrict access to the CampusConnect interface portion of the system to authorized users
S0096_weak_future_enhancement,S0096,future_enhancement,nice_to_have,Stakeholders mentioned that the system could restrict access to the CampusConnect interface portion of the system to authorized users as a possible future enhancement.,nice_to_have,restrict access to the CampusConnect interface portion of the system to authorized users
S0097_weak_useful_if,S0097,useful_if,nice_to_have,It would be useful if the system could restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol.,nice_to_have,restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol
S0097_weak_nice_if,S0097,nice_if,nice_to_have,It would be nice if the system could restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol.,nice_to_have,restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol
S0097_weak_low_priority_enhancement,S0097,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol.",nice_to_have,restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol
S0097_weak_future_enhancement,S0097,future_enhancement,nice_to_have,Stakeholders mentioned that the system could restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol as a possible future enhancement.,nice_to_have,restrict access to final class section scheduling for the CampusConnect interface to Dr Susan Poslusny and Karen Sysol
S0098_weak_useful_if,S0098,useful_if,nice_to_have,It would be useful if the system could have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,nice_to_have,have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced
S0098_weak_nice_if,S0098,nice_if,nice_to_have,It would be nice if the system could have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,nice_to_have,have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced
S0098_weak_low_priority_enhancement,S0098,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.",nice_to_have,have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced
S0098_weak_future_enhancement,S0098,future_enhancement,nice_to_have,Stakeholders mentioned that the system could have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced as a possible future enhancement.,nice_to_have,have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced
S0099_weak_useful_if,S0099,useful_if,nice_to_have,It would be useful if the system could protect private information in accordance with the organization's information policy.,nice_to_have,protect private information in accordance with the organization's information policy
S0099_weak_nice_if,S0099,nice_if,nice_to_have,It would be nice if the system could protect private information in accordance with the organization's information policy.,nice_to_have,protect private information in accordance with the organization's information policy
S0099_weak_low_priority_enhancement,S0099,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could protect private information in accordance with the organization's information policy.",nice_to_have,protect private information in accordance with the organization's information policy
S0099_weak_future_enhancement,S0099,future_enhancement,nice_to_have,Stakeholders mentioned that the system could protect private information in accordance with the organization's information policy as a possible future enhancement.,nice_to_have,protect private information in accordance with the organization's information policy
S0100_weak_useful_if,S0100,useful_if,nice_to_have,It would be useful if the system could be built such that it is as secure as possible from malicious interference.,nice_to_have,be built such that it is as secure as possible from malicious interference
S0100_weak_nice_if,S0100,nice_if,nice_to_have,It would be nice if the system could be built such that it is as secure as possible from malicious interference.,nice_to_have,be built such that it is as secure as possible from malicious interference
S0100_weak_low_priority_enhancement,S0100,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be built such that it is as secure as possible from malicious interference.",nice_to_have,be built such that it is as secure as possible from malicious interference
S0100_weak_future_enhancement,S0100,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be built such that it is as secure as possible from malicious interference as a possible future enhancement.,nice_to_have,be built such that it is as secure as possible from malicious interference
S0101_weak_useful_if,S0101,useful_if,nice_to_have,It would be useful if the system could use the organization's standard virus protection software to help monitor threats to itself.,nice_to_have,use the organization's standard virus protection software to help monitor threats to itself
S0101_weak_nice_if,S0101,nice_if,nice_to_have,It would be nice if the system could use the organization's standard virus protection software to help monitor threats to itself.,nice_to_have,use the organization's standard virus protection software to help monitor threats to itself
S0101_weak_low_priority_enhancement,S0101,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could use the organization's standard virus protection software to help monitor threats to itself.",nice_to_have,use the organization's standard virus protection software to help monitor threats to itself
S0101_weak_future_enhancement,S0101,future_enhancement,nice_to_have,Stakeholders mentioned that the system could use the organization's standard virus protection software to help monitor threats to itself as a possible future enhancement.,nice_to_have,use the organization's standard virus protection software to help monitor threats to itself
S0102_weak_useful_if,S0102,useful_if,nice_to_have,It would be useful if the system could associate each cohort with one Program of Study offered by the department.,nice_to_have,associate each cohort with one Program of Study offered by the department
S0102_weak_nice_if,S0102,nice_if,nice_to_have,It would be nice if the system could associate each cohort with one Program of Study offered by the department.,nice_to_have,associate each cohort with one Program of Study offered by the department
S0102_weak_low_priority_enhancement,S0102,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could associate each cohort with one Program of Study offered by the department.",nice_to_have,associate each cohort with one Program of Study offered by the department
S0102_weak_future_enhancement,S0102,future_enhancement,nice_to_have,Stakeholders mentioned that the system could associate each cohort with one Program of Study offered by the department as a possible future enhancement.,nice_to_have,associate each cohort with one Program of Study offered by the department
S0103_weak_useful_if,S0103,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add student listings to cohorts.,nice_to_have,allow Program Administrators and Nursing Staff Members to add student listings to cohorts
S0103_weak_nice_if,S0103,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add student listings to cohorts.,nice_to_have,allow Program Administrators and Nursing Staff Members to add student listings to cohorts
S0103_weak_low_priority_enhancement,S0103,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add student listings to cohorts.",nice_to_have,allow Program Administrators and Nursing Staff Members to add student listings to cohorts
S0103_weak_future_enhancement,S0103,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add student listings to cohorts as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add student listings to cohorts
S0104_weak_useful_if,S0104,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add single students to cohorts.,nice_to_have,allow Program Administrators and Nursing Staff Members to add single students to cohorts
S0104_weak_nice_if,S0104,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add single students to cohorts.,nice_to_have,allow Program Administrators and Nursing Staff Members to add single students to cohorts
S0104_weak_low_priority_enhancement,S0104,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add single students to cohorts.",nice_to_have,allow Program Administrators and Nursing Staff Members to add single students to cohorts
S0104_weak_future_enhancement,S0104,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add single students to cohorts as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add single students to cohorts
S0105_weak_useful_if,S0105,useful_if,nice_to_have,It would be useful if the system could ensure students added to a cohort are eligible for the cohort Program of Study.,nice_to_have,ensure students added to a cohort are eligible for the cohort Program of Study
S0105_weak_nice_if,S0105,nice_if,nice_to_have,It would be nice if the system could ensure students added to a cohort are eligible for the cohort Program of Study.,nice_to_have,ensure students added to a cohort are eligible for the cohort Program of Study
S0105_weak_low_priority_enhancement,S0105,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could ensure students added to a cohort are eligible for the cohort Program of Study.",nice_to_have,ensure students added to a cohort are eligible for the cohort Program of Study
S0105_weak_future_enhancement,S0105,future_enhancement,nice_to_have,Stakeholders mentioned that the system could ensure students added to a cohort are eligible for the cohort Program of Study as a possible future enhancement.,nice_to_have,ensure students added to a cohort are eligible for the cohort Program of Study
