run_id,model,task,uq_method,item_id,seed_id,source_modality,ordinal_strength,numeric_strength,valid_n,total_n,parse_failures,y_true,y_pred,p_yes,confidence,uncertainty_score,uncertainty_measure,label_distribution,gold_modality,pred_modality,text_modality,text_modality_parse_status,text_modality_correct,label_text_consistent,text_overcommit,text_undercommit,text_high_conf_overcommit_80,text_high_conf_overcommit_90
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0094_optional,S0094,optional,1,0.33,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0094_nice_to_have,S0094,nice_to_have,0,0.0,1,1,0,0,1,0.95,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.05,""yes"":0.95}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0094_nice_to_have,S0094,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,mandatory,mandatory,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0095_mandatory,S0095,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0095_mandatory,S0095,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0095_recommended,S0095,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0095_recommended,S0095,recommended,2,0.67,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0095_optional,S0095,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0095_optional,S0095,optional,1,0.33,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0095_nice_to_have,S0095,nice_to_have,0,0.0,1,1,0,0,1,0.95,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.05,""yes"":0.95}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0095_nice_to_have,S0095,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0096_mandatory,S0096,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0096_mandatory,S0096,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0096_recommended,S0096,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0096_recommended,S0096,recommended,2,0.67,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0096_optional,S0096,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0096_optional,S0096,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0096_nice_to_have,S0096,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0096_nice_to_have,S0096,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0097_mandatory,S0097,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0097_mandatory,S0097,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0097_recommended,S0097,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0097_recommended,S0097,recommended,2,0.67,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0097_optional,S0097,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0097_optional,S0097,optional,1,0.33,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0097_nice_to_have,S0097,nice_to_have,0,0.0,1,1,0,0,1,0.95,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.05,""yes"":0.95}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0097_nice_to_have,S0097,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0098_mandatory,S0098,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0098_mandatory,S0098,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0098_recommended,S0098,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0098_recommended,S0098,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0098_optional,S0098,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0098_optional,S0098,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0098_nice_to_have,S0098,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0098_nice_to_have,S0098,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0099_mandatory,S0099,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0099_mandatory,S0099,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0099_recommended,S0099,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0099_recommended,S0099,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0099_optional,S0099,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0099_optional,S0099,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0099_nice_to_have,S0099,nice_to_have,0,0.0,1,1,0,0,1,0.95,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.05,""yes"":0.95}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0099_nice_to_have,S0099,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,mandatory,mandatory,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0100_mandatory,S0100,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0100_mandatory,S0100,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0100_recommended,S0100,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0100_recommended,S0100,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0100_optional,S0100,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0100_optional,S0100,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0100_nice_to_have,S0100,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0100_nice_to_have,S0100,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,mandatory,mandatory,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0101_mandatory,S0101,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0101_mandatory,S0101,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0101_recommended,S0101,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0101_recommended,S0101,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0101_optional,S0101,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0101_optional,S0101,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,optional,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0101_nice_to_have,S0101,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0101_nice_to_have,S0101,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0102_mandatory,S0102,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0102_mandatory,S0102,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0102_recommended,S0102,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0102_recommended,S0102,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,recommended,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0102_optional,S0102,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0102_optional,S0102,optional,1,0.33,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0102_nice_to_have,S0102,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0102_nice_to_have,S0102,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0103_mandatory,S0103,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0103_mandatory,S0103,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0103_recommended,S0103,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0103_recommended,S0103,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0103_optional,S0103,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0103_optional,S0103,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0103_nice_to_have,S0103,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0103_nice_to_have,S0103,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0104_mandatory,S0104,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0104_mandatory,S0104,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0104_recommended,S0104,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0104_recommended,S0104,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0104_optional,S0104,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0104_optional,S0104,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0104_nice_to_have,S0104,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0104_nice_to_have,S0104,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0105_mandatory,S0105,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0105_mandatory,S0105,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0105_recommended,S0105,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0105_recommended,S0105,recommended,2,0.67,1,1,0,1,1,,0.95,0.050000000000000044,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0105_optional,S0105,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0105_optional,S0105,optional,1,0.33,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,optional,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0105_nice_to_have,S0105,nice_to_have,0,0.0,1,1,0,0,1,0.95,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.05,""yes"":0.95}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0105_nice_to_have,S0105,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,mandatory,mandatory,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0106_mandatory,S0106,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0106_mandatory,S0106,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0106_recommended,S0106,recommended,2,0.67,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0106_recommended,S0106,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0106_optional,S0106,optional,1,0.33,1,1,0,0,0,0.0,1.0,0.0,one_minus_confidence,"{""no"":1.0,""yes"":0.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0106_optional,S0106,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0106_nice_to_have,S0106,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0106_nice_to_have,S0106,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0107_mandatory,S0107,mandatory,3,1.0,1,1,0,1,1,1.0,1.0,0.0,one_minus_confidence,"{""no"":0.0,""yes"":1.0}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0107_mandatory,S0107,mandatory,3,1.0,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,mandatory,mandatory,mandatory,ok,True,True,False,False,False,False
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0107_recommended,S0107,recommended,2,0.67,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0107_recommended,S0107,recommended,2,0.67,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,recommended,recommended,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0107_optional,S0107,optional,1,0.33,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0107_optional,S0107,optional,1,0.33,1,1,0,1,1,,1.0,0.0,one_minus_confidence,,optional,optional,mandatory,ok,False,False,True,False,True,True
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task1,verbalized_confidence,S0107_nice_to_have,S0107,nice_to_have,0,0.0,1,1,0,0,0,0.050000000000000044,0.95,0.050000000000000044,one_minus_confidence,"{""no"":0.95,""yes"":0.05}",,,,,,,,,,
full-20260519-105930-dd00dd54,qwen/qwen3.5-9b,task2,verbalized_confidence,S0107_nice_to_have,S0107,nice_to_have,0,0.0,1,1,0,0,0,,0.95,0.050000000000000044,one_minus_confidence,,nice_to_have,recommended,recommended,ok,False,True,True,False,True,True
