seed_id,source_dataset,source_corpus,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final,context_document,context_requirement_id,context_marker,context_section,context_before,context_after,context_legend
S0288,PURE,2007-eirene_fun_7-2,A short audible and visual indication of the incoming call shall be provided.,be provided,yes,,yes,,be provided,"EIRENE Functional Requirements Specification, version 7",6.2.2.7,M,6 General purpose radio > 6.2 Functional requirements,"6.2.2.6 (M): Where available, the functional identity of the calling party shall be displayed.",6.2.2.8 (M): The group identity of the voice group call (VBS or VGCS) shall be displayed.,"(M) mandatory, (O) optional"
S0291,PURE,2007-eirene_fun_7-2,"In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function.",be provided to remind the user of the need to use the PTT function,yes,,yes,,be provided to remind the user of the need to use the PTT function,"EIRENE Functional Requirements Specification, version 7",6.2.2.11,M,6 General purpose radio > 6.2 Functional requirements,"6.2.2.10 (M): If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function.",6.2.2.12 (I): The user may not speak in a group call until permission is granted by the network after using the PTT function.,"(M) mandatory, (O) optional"
S0303,PURE,2007-eirene_fun_7-2,"When the radio is first powered on, the language that appears on the display shall be the default one set by the national railway.",be the default one set by the national railway,yes,,yes,,be the default one set by the national railway,"EIRENE Functional Requirements Specification, version 7",6.2.3.7,M,6 General purpose radio > 6.2 Functional requirements,6.2.3.6 (M): The user shall be able to select his preferred language for the display; this setting shall be retained by the radio.,"6.2.3.8 (M): Where more than one mobile radio network is available for use by a mobile, the selection of the network to use shall be automatic (see section 10.5).","(M) mandatory, (O) optional"
S0305,PURE,2007-eirene_fun_7-2,"When the mobile changes network automatically, a visual and audible indication shall be given.",be given,yes,,yes,,be given,"EIRENE Functional Requirements Specification, version 7",6.2.3.9,M,6 General purpose radio > 6.2 Functional requirements,"6.2.3.8 (M): Where more than one mobile radio network is available for use by a mobile, the selection of the network to use shall be automatic (see section 10.5).",6.2.3.9i (M): It shall be possible for a user to override the automatic network selection manually. This function shall not be available during calls.,"(M) mandatory, (O) optional"
S0308,PURE,2007-eirene_fun_7-2,"Where a change of functional number is required, it shall be possible for the user to initiate the change.",be possible for the user to initiate the change,yes,,yes,,be possible for the user to initiate the change,"EIRENE Functional Requirements Specification, version 7",6.2.3.11,M,6 General purpose radio > 6.2 Functional requirements,6.2.3.10 (M): It shall be possible to register and deregister a functional number in the following way: Initiated by the user and transmitted to the ground: user enters functional number which is transmitted to the network.,6.2.3.12 (M): It shall be possible for the user to find and display stored numbers and their information.,"(M) mandatory, (O) optional"
S0311,PURE,2007-eirene_fun_7-2,A standard data interface should be provided to allow a computer to be connected to the radio.,be provided to allow a computer to be connected to the radio,yes,,yes,,be provided to allow a computer to be connected to the radio,"EIRENE Functional Requirements Specification, version 7",6.2.3.14,O,6 General purpose radio > 6.2 Functional requirements,6.2.3.13 (M): It shall be possible for the user to store and/or overwrite numbers and their details in the radio.,6.3.1 (I): The full environmental and physical specification of the General purpose radio is intended to be as close as possible to that of a Commercial-Off-The-Shelf (COTS) mobile whilst adhering to the specifications provided in section 4.3 and this section.,"(M) mandatory, (O) optional"
S0318,PURE,2007-eirene_fun_7-2,The General purpose radio should be suitable for use with a car adapter kit.,be suitable for use with a car adapter kit,yes,,yes,,be suitable for use with a car adapter kit,"EIRENE Functional Requirements Specification, version 7",6.3.7,O,6 General purpose radio > 6.3 Environmental and physical requirements,6.3.6 (O): Changing the battery should not result in losing data stored in the radio.,6.4.1.1 (O): The General purpose radio should comprise the man-machine interface which includes the following components:,"(M) mandatory, (O) optional"
S0320,PURE,2007-eirene_fun_7-2,The MMI should be suitable for use both by day and night.,be suitable for use both by day and night,yes,,yes,,be suitable for use both by day and night,"EIRENE Functional Requirements Specification, version 7",6.4.1.2,O,6 General purpose radio > 6.4 Man-machine interface > 6.4.1 General,6.4.1.1 (O): The General purpose radio should comprise the man-machine interface which includes the following components:,6.4.2.1 (O): The on/off control should be designed to prevent accidental activation/deactivation.,"(M) mandatory, (O) optional"
S0321,PURE,2007-eirene_fun_7-2,The on/off control should be designed to prevent accidental activation/deactivation.,be designed to prevent accidental activation/deactivation,yes,,yes,,be designed to prevent accidental activation/deactivation,"EIRENE Functional Requirements Specification, version 7",6.4.2.1,O,6 General purpose radio > 6.4 Man-machine interface > 6.4.2 Controls,6.4.1.2 (O): The MMI should be suitable for use both by day and night.,6.4.2.2 (O): Facilities should be provided to adjust the loudspeaker volume.,"(M) mandatory, (O) optional"
S0322,PURE,2007-eirene_fun_7-2,Facilities should be provided to adjust the loudspeaker volume.,be provided to adjust the loudspeaker volume,yes,,yes,,be provided to adjust the loudspeaker volume,"EIRENE Functional Requirements Specification, version 7",6.4.2.2,O,6 General purpose radio > 6.4 Man-machine interface > 6.4.2 Controls,6.4.2.1 (O): The on/off control should be designed to prevent accidental activation/deactivation.,6.4.2.3 (M): A Push-To-Talk function shall be provided. The Push-To-Talk function does not need to be a dedicated button.,"(M) mandatory, (O) optional"
S0325,PURE,2007-eirene_fun_7-2,Stored numbers and other set-up details should be protected against accidental alteration.,be protected against accidental alteration,yes,,yes,,be protected against accidental alteration,"EIRENE Functional Requirements Specification, version 7",6.4.2.5,O,6 General purpose radio > 6.4 Man-machine interface > 6.4.2 Controls,6.4.2.4 (O): Four buttons should be provided for designated stored numbers. These buttons need not be dedicated buttons. (This facility is required to allow calls to specified users to be initiated quickly.),"6.4.2.6 (M): If the ability to initiate Railway emergency calls is implemented in the radio, accidental initiation of a Railway emergency call shall be prevented.","(M) mandatory, (O) optional"
S0327,PURE,2007-eirene_fun_7-2,A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.,be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time,yes,,yes,,be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time,"EIRENE Functional Requirements Specification, version 7",6.4.3.1,M,6 General purpose radio > 6.4 Man-machine interface > 6.4.3 Indications,"6.4.2.6 (M): If the ability to initiate Railway emergency calls is implemented in the radio, accidental initiation of a Railway emergency call shall be prevented.",6.4.3.2 (M): A network service availability indication shall be provided to the user.,"(M) mandatory, (O) optional"
S0328,PURE,2007-eirene_fun_7-2,A network service availability indication shall be provided to the user.,be provided to the user,yes,,yes,,be provided to the user,"EIRENE Functional Requirements Specification, version 7",6.4.3.2,M,6 General purpose radio > 6.4 Man-machine interface > 6.4.3 Indications,6.4.3.1 (M): A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.,6.4.3.3 (M): A visual indication shall be provided to the user if the network service is no longer available.,"(M) mandatory, (O) optional"
S0337,PURE,2007-eirene_fun_7-2,"Once an appropriate number has been obtained, the radio shall attempt to establish a call to this number with railway operation priority.",attempt to establish a call to this number with railway operation priority,yes,,yes,,attempt to establish a call to this number with railway operation priority,"EIRENE Functional Requirements Specification, version 7",7.2.2.4,M,7 Operational radio > 7.2 Operational radio functions,"7.2.2.3 (O): For some users, particularly for shunting team leaders, up to twenty valid numbers may be stored for one controller type. In these cases, the identities of the controllers corresponding to these valid numbers shall be displayed with an audible and visual prompt for one to be selected. The number of the controller selected shall then be used to establish the call. If no selection is made by the user within 10 seconds the radio shall abandon the call attempt.",7.2.2.5 (M): An audible and visual indication shall be provided to the user that the call is proceeding.,"(M) mandatory, (O) optional"
S0338,PURE,2007-eirene_fun_7-2,An audible and visual indication shall be provided to the user that the call is proceeding.,be provided to the user that the call is proceeding,yes,,yes,,be provided to the user that the call is proceeding,"EIRENE Functional Requirements Specification, version 7",7.2.2.5,M,7 Operational radio > 7.2 Operational radio functions,"7.2.2.4 (M): Once an appropriate number has been obtained, the radio shall attempt to establish a call to this number with railway operation priority.","7.2.2.6 (M): When the call is connected to the controller, an audible and visual indication shall be provided to the user.","(M) mandatory, (O) optional"
S0339,PURE,2007-eirene_fun_7-2,"When the call is connected to the controller, an audible and visual indication shall be provided to the user.",be provided to the user,yes,,yes,,be provided to the user,"EIRENE Functional Requirements Specification, version 7",7.2.2.6,M,7 Operational radio > 7.2 Operational radio functions,7.2.2.5 (M): An audible and visual indication shall be provided to the user that the call is proceeding.,"7.2.2.7 (M): The functional identity of the connected party, if available, shall be displayed to the user.","(M) mandatory, (O) optional"
S0340,PURE,2007-eirene_fun_7-2,"The functional identity of the connected party, if available, shall be displayed to the user.",be displayed to the user,yes,,yes,,be displayed to the user,"EIRENE Functional Requirements Specification, version 7",7.2.2.7,M,7 Operational radio > 7.2 Operational radio functions,"7.2.2.6 (M): When the call is connected to the controller, an audible and visual indication shall be provided to the user.","7.2.2.8 (M): Where available, an alphanumeric description of the identity of the connected party shall be displayed.","(M) mandatory, (O) optional"
S0341,PURE,2007-eirene_fun_7-2,"Where available, an alphanumeric description of the identity of the connected party shall be displayed.",be displayed,yes,,yes,,be displayed,"EIRENE Functional Requirements Specification, version 7",7.2.2.8,M,7 Operational radio > 7.2 Operational radio functions,"7.2.2.7 (M): The functional identity of the connected party, if available, shall be displayed to the user.","7.2.2.9 (M): If the system is not able to connect the call, an audible and visual indication shall be provided to the user.","(M) mandatory, (O) optional"
S0348,PURE,2007-eirene_fun_7-2,"If shunting mode is implemented, a means to enter and leave shunting mode shall be provided.",be provided,yes,,yes,,be provided,"EIRENE Functional Requirements Specification, version 7",7.2.2.26,M,7 Operational radio > 7.2 Operational radio functions,7.2.2.25 (O): The Operational radio should provide facilities to support shunting mode as described in section 14.,"7.2.2.27 (M): If shunting mode is implemented, the functionality to enter or leave shunting mode shall not be available whilst there are on-going calls involving the Operational radio.","(M) mandatory, (O) optional"
S0355,PURE,2007-eirene_fun_7-2,The Operational radio shall be of a rugged design suitable for use in the railway environment by operational railway personnel.,be of a rugged design suitable for use in the railway environment by operational railway personnel,yes,,yes,,be of a rugged design suitable for use in the railway environment by operational railway personnel,"EIRENE Functional Requirements Specification, version 7",7.3.3,M,7 Operational radio > 7.3 Environmental and physical requirements,7.3.2 (O): The Operational radio should be capable of withstanding exposure to the following extreme environmental conditions:,7.3.4 (O): The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio. It should be possible to release the carry feature instantly in the event that the radio is caught on a projecting part of a moving vehicle.,"(M) mandatory, (O) optional"
S0357,PURE,2007-eirene_fun_7-2,Controls shall be designed such that they are suitable for use by people wearing gloves.,be designed such that they are suitable for use by people wearing gloves,yes,,yes,,be designed such that they are suitable for use by people wearing gloves,"EIRENE Functional Requirements Specification, version 7",7.3.5,M,7 Operational radio > 7.3 Environmental and physical requirements,7.3.4 (O): The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio. It should be possible to release the carry feature instantly in the event that the radio is caught on a projecting part of a moving vehicle.,"7.3.6 (M): Controls shall be designed for use in a wide range of conditions, eg splash proof and suitable for viewing in direct sunlight and in darkness.","(M) mandatory, (O) optional"
S0362,PURE,2007-eirene_fun_7-2,The Operational radio should be suitable for use with a car adapter kit.,be suitable for use with a car adapter kit,yes,,yes,,be suitable for use with a car adapter kit,"EIRENE Functional Requirements Specification, version 7",7.3.11,O,7 Operational radio > 7.3 Environmental and physical requirements,7.3.10 (M): Operational radios shall be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on the following cycle (see section 4.3.9):,7.4.1.1 (O): The Operational radio MMI shall comprise the following components:,"(M) mandatory, (O) optional"
S0364,PURE,2007-eirene_fun_7-2,The MMI shall be suitable for use by day and night.,be suitable for use by day and night,yes,,yes,,be suitable for use by day and night,"EIRENE Functional Requirements Specification, version 7",7.4.1.2,O,7 Operational radio > 7.4 Operational radio man-machine interface > 7.4.1 Introduction,7.4.1.1 (O): The Operational radio MMI shall comprise the following components:,"7.4.2.1: The display shall be capable of displaying at least 6 lines, each of 20 characters. (M )","(M) mandatory, (O) optional"
S0367,PURE,2007-eirene_fun_7-2,The emergency button shall be designed to avoid accidental use.,be designed to avoid accidental use,yes,,yes,,be designed to avoid accidental use,"EIRENE Functional Requirements Specification, version 7",7.4.3.2,M,7 Operational radio > 7.4 Operational radio man-machine interface > 7.4.3 Controls,"7.4.3.1 (O): Four buttons should be provided for designated stored numbers. (This facility is required for calls to local controllers, etc.)","7.4.3.3 (M): If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use.","(M) mandatory, (O) optional"
S0368,PURE,2007-eirene_fun_7-2,"If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use.",be designed to avoid accidental use,yes,,yes,,be designed to avoid accidental use,"EIRENE Functional Requirements Specification, version 7",7.4.3.3,M,7 Operational radio > 7.4 Operational radio man-machine interface > 7.4.3 Controls,7.4.3.2 (M): The emergency button shall be designed to avoid accidental use.,7.4.3.4 (M): A dedicated Push-To-Talk button shall be provided.,"(M) mandatory, (O) optional"
S0369,PURE,2007-eirene_fun_7-2,A dedicated Push-To-Talk button shall be provided.,be provided,yes,,yes,,be provided,"EIRENE Functional Requirements Specification, version 7",7.4.3.4,M,7 Operational radio > 7.4 Operational radio man-machine interface > 7.4.3 Controls,"7.4.3.3 (M): If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use.",7.4.4.1 (M): A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.,"(M) mandatory, (O) optional"
S0370,PURE,2007-eirene_fun_7-2,A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.,be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time,yes,,yes,,be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time,"EIRENE Functional Requirements Specification, version 7",7.4.4.1,M,7 Operational radio > 7.4 Operational radio man-machine interface > 7.4.4 Indications,7.4.3.4 (M): A dedicated Push-To-Talk button shall be provided.,7.4.4.2 (M): A visual indication shall be provided to the user if the network service is no longer available.,"(M) mandatory, (O) optional"
S0384,PURE,2007-eirene_fun_7-2,The EIRENE system shall enable users to originate and receive calls by functional number.,enable users to originate and receive calls by functional number,yes,,yes,,enable users to originate and receive calls by functional number,"EIRENE Functional Requirements Specification, version 7",9.2.1.1,M,9 Numbering plan > 9.2 Numbering plan requirements > 9.2.1 General,9.1.2 (I): This section addresses the following:,9.2.1.2 (M): Each mobile shall be identified by a unique telephone number.,"(M) mandatory, (O) optional"
S0385,PURE,2007-eirene_fun_7-2,Each mobile shall be identified by a unique telephone number.,be identified by a unique telephone number,yes,,yes,,be identified by a unique telephone number,"EIRENE Functional Requirements Specification, version 7",9.2.1.2,M,9 Numbering plan > 9.2 Numbering plan requirements > 9.2.1 General,9.2.1.1 (M): The EIRENE system shall enable users to originate and receive calls by functional number.,9.2.2.1 (I): The use of train numbers to address trains shall not result in any ambiguities.,"(M) mandatory, (O) optional"
S0387,PURE,2007-eirene_fun_7-2,Every on-train function shall be identified by a unique standard number.,be identified by a unique standard number,yes,,yes,,be identified by a unique standard number,"EIRENE Functional Requirements Specification, version 7",9.2.2.2,M,9 Numbering plan > 9.2 Numbering plan requirements > 9.2.2 Use of train number,9.2.2.1 (I): The use of train numbers to address trains shall not result in any ambiguities.,9.2.3.1 (I): The use of engine/coach numbers to address trains shall not result in any ambiguities.,"(M) mandatory, (O) optional"
S0389,PURE,2007-eirene_fun_7-2,Every on-engine/coach function shall be identified by a unique standard number.,be identified by a unique standard number,yes,,yes,,be identified by a unique standard number,"EIRENE Functional Requirements Specification, version 7",9.2.3.2,M,9 Numbering plan > 9.2 Numbering plan requirements > 9.2.3 Use of engine/coach number,9.2.3.1 (I): The use of engine/coach numbers to address trains shall not result in any ambiguities.,9.2.4.1 (M): Every shunting team number shall be based on an association of:,"(M) mandatory, (O) optional"
S0394,PURE,2007-eirene_fun_7-2,Group call service areas shall be freely configurable within the operational responsibility of each railway network.,be freely configurable within the operational responsibility of each railway network,yes,,yes,,be freely configurable within the operational responsibility of each railway network,"EIRENE Functional Requirements Specification, version 7",9.2.5.1,M,9 Numbering plan > 9.2 Numbering plan requirements > 9.2.5 Use of group calls,9.2.4.4 (M): The numbering for other teams shall be treated in the same way as maintenance teams in 9.2.4.2.,"9.2.6.1 (I): In some countries, train numbers are alphanumeric. Support for such numbers is not required for interoperability.","(M) mandatory, (O) optional"
S0399,PURE,2007-eirene_fun_7-2,"In network boundary areas, the pre-defined local area shall be allocated on a bilateral basis.",be allocated on a bilateral basis,yes,,yes,,be allocated on a bilateral basis,"EIRENE Functional Requirements Specification, version 7",9.4.2,M,9 Numbering plan > 9.4 Group numbers,"9.4.1 (I): To provide interoperability between the fixed railway networks within the EIRENE network, standardisation of UIC group numbering will be required.",9.5.1 (M): Authorised users within the EIRENE network shall be able to receive calls from calling parties outside the EIRENE network.,"(M) mandatory, (O) optional"
S0400,PURE,2007-eirene_fun_7-2,Authorised users within the EIRENE network shall be able to receive calls from calling parties outside the EIRENE network.,receive calls from calling parties outside the EIRENE network,yes,,yes,,receive calls from calling parties outside the EIRENE network,"EIRENE Functional Requirements Specification, version 7",9.5.1,M,9 Numbering plan > 9.5 Calls from external networks to the EIRENE network,"9.4.2 (M): In network boundary areas, the pre-defined local area shall be allocated on a bilateral basis.","10.1.1 (I): In order to provide a consistent level of service in each railway network and, in particular, to ensure interoperability for train drivers and other users roaming between networks, it is important to harmonise subscription details and other information stored in the network.","(M) mandatory, (O) optional"
S0405,PURE,2007-eirene_fun_7-2,The lowest priority ongoing call shall be pre-empted before that of a higher priority.,be pre-empted before that of a higher priority,yes,,yes,,be pre-empted before that of a higher priority,"EIRENE Functional Requirements Specification, version 7",10.2.3,M,10 Subscriber management > 10.2 Allocation of priorities,"10.2.2 (M): In order to provide interoperability, priorities shall be allocated consistently across all EIRENE networks, as shown in the following table.","10.2.4 (I): In the case where an EIRENE mobile attempts to make a Railway emergency call over a public network, the ability to pre-empt lower priority calls (particularly public emergency calls) may be inhibited, unless a special agreement is in place.","(M) mandatory, (O) optional"
S0411,PURE,2007-eirene_fun_7-2,Deactivating a group on the mobile shall prevent a user receiving calls from that group.,prevent a user receiving calls from that group,yes,,yes,,prevent a user receiving calls from that group,"EIRENE Functional Requirements Specification, version 7",10.4.3,M,10 Subscriber management > 10.4 Group membership,10.4.2 (M): Activating a group on the mobile shall allow a user to receive a call from that group.,"10.4.4: In order to provide interoperability, Cab radios will be members of a number of standard groups: Railway emergency call; (M) all train drivers; (M) shunting team; (M) trackside worker. (O)","(M) mandatory, (O) optional"
S0413,PURE,2007-eirene_fun_7-2,All mobiles with Railway emergency group call subscription(s) shall be prevented from deactivating the emergency group(s) whilst operational.,be prevented from deactivating the emergency group(s) whilst operational,yes,,yes,,be prevented from deactivating the emergency group(s) whilst operational,"EIRENE Functional Requirements Specification, version 7",10.4.5,M,10 Subscriber management > 10.4 Group membership,"10.4.4: In order to provide interoperability, Cab radios will be members of a number of standard groups: Railway emergency call; (M) all train drivers; (M) shunting team; (M) trackside worker. (O)",10.5.1 (M): Authorised networks shall be listed (or automatically selected if automatic selection has been enabled) in the following order:,"(M) mandatory, (O) optional"
S0418,PURE,2007-eirene_fun_7-2,"If required, a railway may make additional restrictions to the access matrix.",make additional restrictions to the access matrix,yes,,yes,,make additional restrictions to the access matrix,"EIRENE Functional Requirements Specification, version 7",10.6.3,O,10 Subscriber management > 10.6 Access matrix,10.6.2 (M): Yes indicates that the network shall allow a call from the stated initiating party to the stated receiving party. Yes* indicates that the call shall be allowed at least for users on the same train. Open indicates that permissions for calls of this type are to be assigned by the implementing railway according to their specific communication requirements. Shaded cells on the access matrix mean that this call is outside the scope of the EIRENE specifications. The access matrix is shown in table 10-2.,11.1.1 (I): There is a requirement to be able to address communications to a functional number rather than a telephone number. Such numbers are generally only associated with a user for a limited period of time.,"(M) mandatory, (O) optional"
S0421,PURE,2007-eirene_fun_7-2,An addressing scheme shall be provided which permits users to be identified by numbers corresponding to their functional roles rather than by numbers tied to the terminal equipment that they are using.,be provided which permits users to be identified by numbers corresponding to their functional roles rather than by numbers tied to the terminal equipment that they are using,yes,,yes,,be provided which permits users to be identified by numbers corresponding to their functional roles rather than by numbers tied to the terminal equipment that they are using,"EIRENE Functional Requirements Specification, version 7",11.2.1.1,M,11.2 Functional addressing > 11.2.1 Principles,11.1.2 (I): The addressing scheme can be divided into two areas:,11.2.1.2 (I): The primary usage of functional addressing will be for controllers to establish communications with train drivers by making use of the train number. The train number will vary between journeys although EIRENE equipment in the cab is unlikely to change.,"(M) mandatory, (O) optional"
S0426,PURE,2007-eirene_fun_7-2,"A user shall be able to set up a functional number on one network, and cancel the number from another network.","set up a functional number on one network, and cancel the number from another network",yes,,yes,,"set up a functional number on one network, and cancel the number from another network","EIRENE Functional Requirements Specification, version 7",11.2.1.7,M,11.2 Functional addressing > 11.2.1 Principles,11.2.1.6: Deleted.,11.2.1.8 (M): The functional number shall remain valid as a user roams from one network to another.,"(M) mandatory, (O) optional"
S0444,PURE,2007-eirene_fun_7-2,The registration procedure shall provide a means to prevent mis-allocation of functional numbers during registration.,provide a means to prevent mis-allocation of functional numbers during registration,yes,,yes,,provide a means to prevent mis-allocation of functional numbers during registration,"EIRENE Functional Requirements Specification, version 7",11.3.2.4,M,11.3 Functional addressing registration procedures principles > 11.3.2 Registration,11.3.2.3 (M): It shall be possible to register up to ten functional numbers to items of equipment physically connected to the Cab radio within 30 seconds.,11.3.2.5 (M): Duplicate functional numbers (eg two trains with the same train number) shall be prevented.,"(M) mandatory, (O) optional"
S0451,PURE,2007-eirene_fun_7-2,An EIRENE mobile shall remove the displayed functional number and provide an indication to the user that deregistration has taken place.,remove the displayed functional number and provide an indication to the user that deregistration has taken place,yes,,yes,,remove the displayed functional number and provide an indication to the user that deregistration has taken place,"EIRENE Functional Requirements Specification, version 7",11.3.3.5,M,11.3 Functional addressing registration procedures principles > 11.3.3 Deregistration,"11.3.3.4 (M): In addition, a given set of users shall also be allowed to:","11.3.4.1 (M): To allow roaming between EIRENE networks, the system shall support a procedure for the re-registration of functional numbers after selection of a new network.","(M) mandatory, (O) optional"
S0452,PURE,2007-eirene_fun_7-2,"To allow roaming between EIRENE networks, the system shall support a procedure for the re-registration of functional numbers after selection of a new network.",support a procedure for the re-registration of functional numbers after selection of a new network,yes,,yes,,support a procedure for the re-registration of functional numbers after selection of a new network,"EIRENE Functional Requirements Specification, version 7",11.3.4.1,M,11.3 Functional addressing registration procedures principles > 11.3.4 Re-registration,11.3.3.5 (M): An EIRENE mobile shall remove the displayed functional number and provide an indication to the user that deregistration has taken place.,11.3.4.2 (M): This procedure shall be carried out without manual intervention.,"(M) mandatory, (O) optional"
S0454,PURE,2007-eirene_fun_7-2,"After automatic re-registration is performed, the new registration details shall be displayed to the user.",be displayed to the user,yes,,yes,,be displayed to the user,"EIRENE Functional Requirements Specification, version 7",11.3.4.3,M,11.3 Functional addressing registration procedures principles > 11.3.4 Re-registration,11.3.4.2 (M): This procedure shall be carried out without manual intervention.,11.4.1 (M): Location dependent addressing shall be provided to route calls for a given function to a destination number that is dependent upon the users location.,"(M) mandatory, (O) optional"
S0455,PURE,2007-eirene_fun_7-2,Location dependent addressing shall be provided to route calls for a given function to a destination number that is dependent upon the users location.,be provided to route calls for a given function to a destination number that is dependent upon the users location,yes,,yes,,be provided to route calls for a given function to a destination number that is dependent upon the users location,"EIRENE Functional Requirements Specification, version 7",11.4.1,M,11.4 Location dependent addressing,"11.3.4.3 (M): After automatic re-registration is performed, the new registration details shall be displayed to the user.",11.4.2 (M): The functions to which calls shall be routed based upon the location of the mobile shall include:,"(M) mandatory, (O) optional"
S0459,PURE,2007-eirene_fun_7-2,The location dependent addressing scheme shall be available to all mobiles.,be available to all mobiles,yes,,yes,,be available to all mobiles,"EIRENE Functional Requirements Specification, version 7",11.4.5,M,11.4 Location dependent addressing,"11.4.4 (M): When operating with location dependent addressing, no manual action shall be required to update the system when a mobile moves between locations.","11.4.6 (M): As a minimum, the location information used by the EIRENE system shall be derived from that available from the network itself (eg current cell or base station serving the mobile).","(M) mandatory, (O) optional"
S0460,PURE,2007-eirene_fun_7-2,"As a minimum, the location information used by the EIRENE system shall be derived from that available from the network itself (eg current cell or base station serving the mobile).",be derived from that available from the network itself (eg current cell or base station serving the mobile),yes,,yes,,be derived from that available from the network itself (eg current cell or base station serving the mobile),"EIRENE Functional Requirements Specification, version 7",11.4.6,M,11.4 Location dependent addressing,11.4.5 (M): The location dependent addressing scheme shall be available to all mobiles.,"11.4.7 (O): Where greater accuracy for location dependent addressing is required, additional location information may be provided by systems external to EIRENE. Sources of such information may include:","(M) mandatory, (O) optional"
S0471,PURE,2007-eirene_fun_7-2,A standard data interface between the mobile and the application module shall be provided.,be provided,yes,,yes,,be provided,"EIRENE Functional Requirements Specification, version 7",12.4.1,M,12 Text messaging > 12.4 Interface,12.3.3 (M): The text message facility shall not interfere with the ability of users to use the radio.,13.1.1 (I): This section covers the use of the EIRENE radio system for Railway emergency calls. This section also describes the facility for confirmation of such emergency calls and storage of confirmation for post-incident analysis.,"(M) mandatory, (O) optional"
S0475,PURE,2007-eirene_fun_7-2,"The type of call initiated shall be determined automatically, based upon the mode of operation of the radio.","be determined automatically, based upon the mode of operation of the radio",yes,,yes,,"be determined automatically, based upon the mode of operation of the radio","EIRENE Functional Requirements Specification, version 7",13.1.4,M,13 Railway emergency calls > 13.1 Introduction,13.1.3 (I): There are two types of Railway emergency call:,"13.1.5 (M): If the mobile is in shunting mode, the emergency call button shall initiate a shunting emergency call, otherwise the call shall be a Train emergency call.","(M) mandatory, (O) optional"
S0478,PURE,2007-eirene_fun_7-2,The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call is initiated.,be informed when a Train emergency call is initiated,yes,,yes,,be informed when a Train emergency call is initiated,"EIRENE Functional Requirements Specification, version 7",13.1.6i,O,13 Railway emergency calls > 13.1 Introduction,"13.1.6 (M): The Train emergency call shall be sent to all drivers and controller(s) within an area, which is pre-defined to meet operational requirements. The predefined areas for emergency calls shall include, where necessary, parts of one or more network(s).",13.1.7 (M): The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area.,"(M) mandatory, (O) optional"
S0479,PURE,2007-eirene_fun_7-2,The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area.,be sent to all users involved in shunting operations in the shunting area,yes,,yes,,be sent to all users involved in shunting operations in the shunting area,"EIRENE Functional Requirements Specification, version 7",13.1.7,M,13 Railway emergency calls > 13.1 Introduction,13.1.6i (O): The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call is initiated.,13.1.8 (M): The Shunting emergency call shall automatically take priority over the link assurance signal.,"(M) mandatory, (O) optional"
S0480,PURE,2007-eirene_fun_7-2,The Shunting emergency call shall automatically take priority over the link assurance signal.,automatically take priority over the link assurance signal,yes,,yes,,automatically take priority over the link assurance signal,"EIRENE Functional Requirements Specification, version 7",13.1.8,M,13 Railway emergency calls > 13.1 Introduction,13.1.7 (M): The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area.,13.2.1.1 (I): A Railway emergency call may be defined in three distinct phases. These are:,"(M) mandatory, (O) optional"
S0482,PURE,2007-eirene_fun_7-2,A Railway emergency call shall be able to be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios).,be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios),yes,,yes,,be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios),"EIRENE Functional Requirements Specification, version 7",13.2.2.1,M,13 Railway emergency calls > 13.2 Management of Railway emergency calls > 13.2.2 Stage 1: Warning,13.2.1.1 (I): A Railway emergency call may be defined in three distinct phases. These are:,13.2.2.2 (M): A connection of Railway emergency priority (see section 10.2) shall be established to a pre-determined set of receiving mobiles and controller(s).,"(M) mandatory, (O) optional"
