seed_id,source_dataset,source_corpus,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final,context_document,context_requirement_id,context_marker,context_section,context_before,context_after,context_legend
S0144,PURE,2007-eirene_fun_7-2,An audible and visual indication of an incoming call shall be provided.,be provided,yes,,no,not_sampled_mandatory_pool,,"EIRENE Functional Requirements Specification, version 7",5.2.2.43,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.42 (M): The Cab radio shall be capable of being used as a standard telephone, such that the driver is able to call any valid number subject to pre-defined call restrictions. The call may be initiated by:","5.2.2.44 (M): The functional identity (which may contain an alphanumeric description) of the calling party, when available, shall be displayed.","(M) mandatory, (O) optional, (I) informative"
S0145,PURE,2007-eirene_fun_7-2,"The functional identity (which may contain an alphanumeric description) of the calling party, when available, shall be displayed.","contain an alphanumeric description) of the calling party, when available, shall be displayed",no,residual_modal_in_capability,no,residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.44,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.43 (M): An audible and visual indication of an incoming call shall be provided.,5.2.2.45 (M): Point-to-point calls that are not automatically answered (see table 10-1) shall only be answered once the driver accepts the call.,"(M) mandatory, (O) optional, (I) informative"
S0146,PURE,2007-eirene_fun_7-2,Point-to-point calls that are not automatically answered (see table 10-1) shall only be answered once the driver accepts the call.,only be answered once the driver accepts the call,no,negation;formula_or_symbol;table_or_figure_reference,no,negation;formula_or_symbol;table_or_figure_reference,,"EIRENE Functional Requirements Specification, version 7",5.2.2.45,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.44 (M): The functional identity (which may contain an alphanumeric description) of the calling party, when available, shall be displayed.","5.2.2.46 (M): Once the driver has accepted the standard point-to-point call, it shall be connected appropriately, eg if the driver has accepted the call by lifting the handset, then the call shall be routed to the handset.","(M) mandatory, (O) optional, (I) informative"
S0147,PURE,2007-eirene_fun_7-2,"Once the driver has accepted the standard point-to-point call, it shall be connected appropriately, eg if the driver has accepted the call by lifting the handset, then the call shall be routed to the handset.","be connected appropriately, eg if the driver has accepted the call by lifting the handset, then the call shall be routed to the handset",no,too_long;residual_modal_in_capability,no,too_long;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.46,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.45 (M): Point-to-point calls that are not automatically answered (see table 10-1) shall only be answered once the driver accepts the call.,5.2.2.47 (M): An audible and visual indication of the incoming call shall be provided when a Cab radio receives a group or broadcast call.,"(M) mandatory, (O) optional, (I) informative"
S0148,PURE,2007-eirene_fun_7-2,An audible and visual indication of the incoming call shall be provided when a Cab radio receives a group or broadcast call.,be provided when a Cab radio receives a group or broadcast call,no,possibly_multiple_capabilities,no,possibly_multiple_capabilities,,"EIRENE Functional Requirements Specification, version 7",5.2.2.47,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.46 (M): Once the driver has accepted the standard point-to-point call, it shall be connected appropriately, eg if the driver has accepted the call by lifting the handset, then the call shall be routed to the handset.",5.2.2.48 (M): The group identity of the voice group call (VBS or VGCS) shall be displayed.,"(M) mandatory, (O) optional, (I) informative"
S0149,PURE,2007-eirene_fun_7-2,The group identity of the voice group call (VBS or VGCS) shall be displayed.,be displayed,yes,,no,not_sampled_mandatory_pool,,"EIRENE Functional Requirements Specification, version 7",5.2.2.48,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.47 (M): An audible and visual indication of the incoming call shall be provided when a Cab radio receives a group or broadcast call.,"5.2.2.49 (M): Group or broadcast calls shall automatically be connected to the loudspeaker if the handset is not in use, or to the handset if the handset is off hook.","(M) mandatory, (O) optional, (I) informative"
S0150,PURE,2007-eirene_fun_7-2,"Group or broadcast calls shall automatically be connected to the loudspeaker if the handset is not in use, or to the handset if the handset is off hook.","automatically be connected to the loudspeaker if the handset is not in use, or to the handset if the handset is off hook",no,negation;possibly_multiple_capabilities,no,negation;possibly_multiple_capabilities,,"EIRENE Functional Requirements Specification, version 7",5.2.2.49,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.48 (M): The group identity of the voice group call (VBS or VGCS) shall be displayed.,5.2.2.50 (M): The driver shall be informed if a broadcast call is ongoing by a visual indication displayed on the MMI.,"(M) mandatory, (O) optional, (I) informative"
S0151,PURE,2007-eirene_fun_7-2,The driver shall be informed if a broadcast call is ongoing by a visual indication displayed on the MMI.,be informed if a broadcast call is ongoing by a visual indication displayed on the MMI,yes,,yes,,be informed if a broadcast call is ongoing by a visual indication displayed on the MMI,"EIRENE Functional Requirements Specification, version 7",5.2.2.50,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.49 (M): Group or broadcast calls shall automatically be connected to the loudspeaker if the handset is not in use, or to the handset if the handset is off hook.",5.2.2.50i (I): It is not possible for the driver to speak as part of the call when receiving a broadcast call.,"(M) mandatory, (O) optional, (I) informative"
S0152,PURE,2007-eirene_fun_7-2,It is not possible for the driver to speak as part of the call when receiving a broadcast call.,it is not possible for the driver to speak as part of the call when receiving a broadcast call,no,negation;no_requirement_cue;informative_marker,no,negation;no_requirement_cue;informative_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.2.50i,I,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.50 (M): The driver shall be informed if a broadcast call is ongoing by a visual indication displayed on the MMI.,"5.2.2.51 (M): If the call is a group call, the driver shall be required to request permission before being able to speak as part of the call by lifting the handset and pushing the Push-To- Talk (PTT) button.","(M) mandatory, (O) optional, (I) informative"
S0153,PURE,2007-eirene_fun_7-2,"If the call is a group call, the driver shall be required to request permission before being able to speak as part of the call by lifting the handset and pushing the Push-To- Talk (PTT) button.",be required to request permission before being able to speak as part of the call by lifting the handset and pushing the Push-To- Talk (PTT) button,no,too_long;residual_modal_in_capability,no,too_long;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.51,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.50i (I): It is not possible for the driver to speak as part of the call when receiving a broadcast call.,"5.2.2.52 (M): During a group call, a visual indication shall be displayed on the drivers MMI to remind the driver of the need to use the PTT button.","(M) mandatory, (O) optional, (I) informative"
S0154,PURE,2007-eirene_fun_7-2,"During a group call, a visual indication shall be displayed on the drivers MMI to remind the driver of the need to use the PTT button.",be displayed on the drivers MMI to remind the driver of the need to use the PTT button,yes,,yes,,be displayed on the drivers MMI to remind the driver of the need to use the PTT button,"EIRENE Functional Requirements Specification, version 7",5.2.2.52,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.51 (M): If the call is a group call, the driver shall be required to request permission before being able to speak as part of the call by lifting the handset and pushing the Push-To- Talk (PTT) button.",5.2.2.53 (I): The driver can not speak in a group call until permission is granted by the network after pushing the PTT button.,"(M) mandatory, (O) optional, (I) informative"
S0155,PURE,2007-eirene_fun_7-2,The driver can not speak in a group call until permission is granted by the network after pushing the PTT button.,not speak in a group call until permission is granted by the network after pushing the PTT button,no,negation;no_requirement_cue;informative_marker,no,negation;no_requirement_cue;informative_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.2.53,I,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.52 (M): During a group call, a visual indication shall be displayed on the drivers MMI to remind the driver of the need to use the PTT button.","5.2.2.54 (M): In a group call, an audible and visual indication of whether the request to talk was successful shall be provided. The driver shall then be able to speak as part of the call whilst the PTT button is pressed.","(M) mandatory, (O) optional, (I) informative"
S0156,PURE,2007-eirene_fun_7-2,"In a group call, an audible and visual indication of whether the request to talk was successful shall be provided. The driver shall then be able to speak as part of the call whilst the PTT button is pressed.",be provided. The driver shall then be able to speak as part of the call whilst the PTT button is pressed,no,too_long;multi_sentence;residual_modal_in_capability,no,too_long;multi_sentence;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.54,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.53 (I): The driver can not speak in a group call until permission is granted by the network after pushing the PTT button.,"5.2.2.55 (M): If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.","(M) mandatory, (O) optional, (I) informative"
S0157,PURE,2007-eirene_fun_7-2,"If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.","if the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver",no,possibly_multiple_capabilities;residual_modal_in_capability,no,possibly_multiple_capabilities;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.55,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.54 (M): In a group call, an audible and visual indication of whether the request to talk was successful shall be provided. The driver shall then be able to speak as part of the call whilst the PTT button is pressed.","5.2.2.56 (M): Reception of this call proceeds as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab.","(M) mandatory, (O) optional, (I) informative"
S0158,PURE,2007-eirene_fun_7-2,"Reception of this call proceeds as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab.","reception of this call proceeds as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab",no,possibly_multiple_capabilities;residual_modal_in_capability,no,possibly_multiple_capabilities;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.56,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.55 (M): If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.","5.2.2.57 (M): If a train-borne recorder is connected to the Cab radio, details of an incoming Railway emergency call shall be transmitted to the train-borne recorder for recording, see section 5.8.","(M) mandatory, (O) optional, (I) informative"
S0159,PURE,2007-eirene_fun_7-2,"If a train-borne recorder is connected to the Cab radio, details of an incoming Railway emergency call shall be transmitted to the train-borne recorder for recording, see section 5.8.","be transmitted to the train-borne recorder for recording, see section 5.8",no,multi_sentence;table_or_figure_reference;list_or_heading_marker,no,multi_sentence;table_or_figure_reference;list_or_heading_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.2.57,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.56 (M): Reception of this call proceeds as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab.",5.2.2.58 (M): An automatic confirmation shall be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13.,"(M) mandatory, (O) optional, (I) informative"
S0160,PURE,2007-eirene_fun_7-2,An automatic confirmation shall be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13.,be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13,no,table_or_figure_reference;list_or_heading_marker,no,table_or_figure_reference;list_or_heading_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.2.58,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.57 (M): If a train-borne recorder is connected to the Cab radio, details of an incoming Railway emergency call shall be transmitted to the train-borne recorder for recording, see section 5.8.",5.2.2.59 (I): Automatic confirmation of receipt of Railway emergency calls will be used to provide a means of determining which trains have received a Railway emergency call (see section 13).,"(M) mandatory, (O) optional, (I) informative"
S0161,PURE,2007-eirene_fun_7-2,Automatic confirmation of receipt of Railway emergency calls will be used to provide a means of determining which trains have received a Railway emergency call (see section 13).,be used to provide a means of determining which trains have received a Railway emergency call (see section 13),no,table_or_figure_reference;informative_marker,no,table_or_figure_reference;informative_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.2.59,I,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.58 (M): An automatic confirmation shall be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13.,5.2.2.60 (M): The Cab radio shall provide a means for the driver to terminate calls which he is authorised to terminate (ie all calls except Railway emergency calls not initiated by the driver and shunting group calls).,"(M) mandatory, (O) optional, (I) informative"
S0162,PURE,2007-eirene_fun_7-2,The Cab radio shall provide a means for the driver to terminate calls which he is authorised to terminate (ie all calls except Railway emergency calls not initiated by the driver and shunting group calls).,provide a means for the driver to terminate calls which he is authorised to terminate (ie all calls except Railway emergency calls not initiated by the driver and shunting group calls),no,negation,no,negation,,"EIRENE Functional Requirements Specification, version 7",5.2.2.60,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.59 (I): Automatic confirmation of receipt of Railway emergency calls will be used to provide a means of determining which trains have received a Railway emergency call (see section 13).,"5.2.2.61 (M): For group or broadcast calls, a means to leave the call without terminating the call shall be provided.","(M) mandatory, (O) optional, (I) informative"
S0163,PURE,2007-eirene_fun_7-2,"For group or broadcast calls, a means to leave the call without terminating the call shall be provided.",be provided,no,negation,no,negation,,"EIRENE Functional Requirements Specification, version 7",5.2.2.61,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.60 (M): The Cab radio shall provide a means for the driver to terminate calls which he is authorised to terminate (ie all calls except Railway emergency calls not initiated by the driver and shunting group calls).,5.2.2.62 (M): The Cab radio system shall be able to receive incoming text messages (see section 12 for details).,"(M) mandatory, (O) optional, (I) informative"
S0164,PURE,2007-eirene_fun_7-2,The Cab radio system shall be able to receive incoming text messages (see section 12 for details).,receive incoming text messages (see section 12 for details),no,table_or_figure_reference,no,table_or_figure_reference,,"EIRENE Functional Requirements Specification, version 7",5.2.2.62,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.61 (M): For group or broadcast calls, a means to leave the call without terminating the call shall be provided.",5.2.2.63 (M): The Cab radio shall support a shunting mode of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14).,"(M) mandatory, (O) optional, (I) informative"
S0165,PURE,2007-eirene_fun_7-2,The Cab radio shall support a shunting mode of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14).,support a shunting mode of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14),no,table_or_figure_reference,no,table_or_figure_reference,,"EIRENE Functional Requirements Specification, version 7",5.2.2.63,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.62 (M): The Cab radio system shall be able to receive incoming text messages (see section 12 for details).,5.2.2.64 (M): A means to enter and leave shunting mode shall be provided.,"(M) mandatory, (O) optional, (I) informative"
S0166,PURE,2007-eirene_fun_7-2,A means to enter and leave shunting mode shall be provided.,be provided,yes,,no,not_sampled_mandatory_pool,,"EIRENE Functional Requirements Specification, version 7",5.2.2.64,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.63 (M): The Cab radio shall support a shunting mode of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14).,5.2.2.65 (M): The functionality to enter and leave shunting mode shall not be available when there are on-going calls involving the Cab radio.,"(M) mandatory, (O) optional, (I) informative"
S0167,PURE,2007-eirene_fun_7-2,The functionality to enter and leave shunting mode shall not be available when there are on-going calls involving the Cab radio.,not be available when there are on-going calls involving the Cab radio,no,negation,no,negation,,"EIRENE Functional Requirements Specification, version 7",5.2.2.65,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.64 (M): A means to enter and leave shunting mode shall be provided.,5.2.2.66 (M): The link assurance tone shall be provided via the loudspeaker.,"(M) mandatory, (O) optional, (I) informative"
S0168,PURE,2007-eirene_fun_7-2,The link assurance tone shall be provided via the loudspeaker.,be provided via the loudspeaker,yes,,yes,,be provided via the loudspeaker,"EIRENE Functional Requirements Specification, version 7",5.2.2.66,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.65 (M): The functionality to enter and leave shunting mode shall not be available when there are on-going calls involving the Cab radio.,"5.2.2.67 (I): If the Cab radio is equipped with an additional security device, this audible indication may be muted for the drivers convenience. In this case, the security device alerts the driver if the link has failed or if it is cancelled.","(M) mandatory, (O) optional, (I) informative"
S0169,PURE,2007-eirene_fun_7-2,"If the Cab radio is equipped with an additional security device, this audible indication may be muted for the drivers convenience. In this case, the security device alerts the driver if the link has failed or if it is cancelled.","be muted for the drivers convenience. In this case, the security device alerts the driver if the link has failed or if it is cancelled",no,too_long;multi_sentence;informative_marker,no,too_long;multi_sentence;informative_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.2.67,I,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.66 (M): The link assurance tone shall be provided via the loudspeaker.,"5.2.2.68 (O): It should be possible for the Cab radio to be used without the network service (if it should fail or if there is no authorised network coverage), such that local open channel communications are still possible. This mode of operation is termed direct mode (see section 15).","(M) mandatory, (O) optional, (I) informative"
S0170,PURE,2007-eirene_fun_7-2,"It should be possible for the Cab radio to be used without the network service (if it should fail or if there is no authorised network coverage), such that local open channel communications are still possible. This mode of operation is termed direct mode (see section 15).","be possible for the Cab radio to be used without the network service (if it should fail or if there is no authorised network coverage), such that local open channel communications are still possible. This mode of operation is termed direct mode (see section 15)",no,too_long;multi_sentence;negation;residual_modal_in_capability;table_or_figure_reference;impersonal_construction,no,too_long;multi_sentence;negation;residual_modal_in_capability;table_or_figure_reference;impersonal_construction,,"EIRENE Functional Requirements Specification, version 7",5.2.2.68,O,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.67 (I): If the Cab radio is equipped with an additional security device, this audible indication may be muted for the drivers convenience. In this case, the security device alerts the driver if the link has failed or if it is cancelled.","5.2.2.69 (M): If direct mode is implemented, a means to enter and leave direct mode shall be provided.","(M) mandatory, (O) optional, (I) informative"
S0171,PURE,2007-eirene_fun_7-2,"If direct mode is implemented, a means to enter and leave direct mode shall be provided.",be provided,yes,,yes,,be provided,"EIRENE Functional Requirements Specification, version 7",5.2.2.69,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.68 (O): It should be possible for the Cab radio to be used without the network service (if it should fail or if there is no authorised network coverage), such that local open channel communications are still possible. This mode of operation is termed direct mode (see section 15).","5.2.2.70 (M): If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.","(M) mandatory, (O) optional, (I) informative"
S0172,PURE,2007-eirene_fun_7-2,"If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.",be provided with an audible and visual indication,no,possibly_multiple_capabilities,no,possibly_multiple_capabilities,,"EIRENE Functional Requirements Specification, version 7",5.2.2.70,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.69 (M): If direct mode is implemented, a means to enter and leave direct mode shall be provided.","5.2.2.71 (M): Not all communications using the Cab radio will involve the driver. Where these calls involve the Cab radio, the driver shall be provided with an indication that the Cab radio is busy.","(M) mandatory, (O) optional, (I) informative"
S0173,PURE,2007-eirene_fun_7-2,"Not all communications using the Cab radio will involve the driver. Where these calls involve the Cab radio, the driver shall be provided with an indication that the Cab radio is busy.","involve the driver. Where these calls involve the Cab radio, the driver shall be provided with an indication that the Cab radio is busy",no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.71,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.70 (M): If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.","5.2.2.72 (M): For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.","(M) mandatory, (O) optional, (I) informative"
S0174,PURE,2007-eirene_fun_7-2,"For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.",have the possibility to listen to the audio output of the communication,no,negation;residual_modal_in_capability,no,negation;residual_modal_in_capability,,"EIRENE Functional Requirements Specification, version 7",5.2.2.72,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.71 (M): Not all communications using the Cab radio will involve the driver. Where these calls involve the Cab radio, the driver shall be provided with an indication that the Cab radio is busy.","5.2.2.73 (M): For voice communications, if the driver picks up the handset, the radio shall allow him to join the communication.","(M) mandatory, (O) optional, (I) informative"
S0175,PURE,2007-eirene_fun_7-2,"For voice communications, if the driver picks up the handset, the radio shall allow him to join the communication.",allow him to join the communication,yes,,no,not_sampled_mandatory_pool,,"EIRENE Functional Requirements Specification, version 7",5.2.2.73,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.72 (M): For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.",5.2.2.74 (M): The driver shall be able to terminate communications (voice or data) by selecting another call.,"(M) mandatory, (O) optional, (I) informative"
S0176,PURE,2007-eirene_fun_7-2,The driver shall be able to terminate communications (voice or data) by selecting another call.,terminate communications (voice or data) by selecting another call,yes,,no,not_sampled_mandatory_pool,,"EIRENE Functional Requirements Specification, version 7",5.2.2.74,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,"5.2.2.73 (M): For voice communications, if the driver picks up the handset, the radio shall allow him to join the communication.","5.2.2.75 (M): Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall:","(M) mandatory, (O) optional, (I) informative"
S0177,PURE,2007-eirene_fun_7-2,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall:","where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall",no,residual_modal_in_capability;colon_structure,no,residual_modal_in_capability;colon_structure,,"EIRENE Functional Requirements Specification, version 7",5.2.2.75,M,5 Cab radio > 5.2 Functional requirements > 5.2.2 Driver call related functions,5.2.2.74 (M): The driver shall be able to terminate communications (voice or data) by selecting another call.,"5.2.3.1: Powering up the Cab radio will initiate the following: automatic self-testing; (M) automatic selection of the pre-set loudspeaker volume; (M) registration with other on-train systems, such as ERTMS/ETCS; (M) all failures of self-tests should be recorded in the train-borne recorder; (O) connection of the Cab radio to an authorised mobile network. This shall be the network to which the mobile was last registered (where available); (M) if connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given; (M) if connection is not successful, an audible and visual indication shall be provided. (M) if connection is not successful, the manual network selection procedure may be initiated by the driver (see 5.2.3.23). (I)","(M) mandatory, (O) optional, (I) informative"
S0178,PURE,2007-eirene_fun_7-2,"Powering up the Cab radio will initiate the following: automatic self-testing; automatic selection of the pre-set loudspeaker volume; registration with other on-train systems, such as ERTMS/ETCS; all failures of self-tests should be recorded in the train-borne recorder; connection of the Cab radio to an authorised mobile network. This shall be the network to which the mobile was last registered (where available); if connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided. if connection is not successful, the manual network selection procedure may be initiated by the driver (see 5.2.3.23).","initiate the following: automatic self-testing; automatic selection of the pre-set loudspeaker volume; registration with other on-train systems, such as ERTMS/ETCS; all failures of self-tests should be recorded in the train-borne recorder; connection of the Cab radio to an authorised mobile network. This shall be the network to which the mobile was last registered (where available); if connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided. if connection is not successful, the manual network selection procedure may be initiated by the driver (see 5.2.3.23)",no,too_long;multi_sentence;negation;possibly_multiple_capabilities;residual_modal_in_capability;colon_structure;list_or_heading_marker;multiple_markers;informative_marker,no,too_long;multi_sentence;negation;possibly_multiple_capabilities;residual_modal_in_capability;colon_structure;list_or_heading_marker;multiple_markers;informative_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.3.1,I,5 Cab radio > 5.2 Functional requirements,"5.2.2.75 (M): Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall:","5.2.3.2 (I): At the point of successful connection, the Cab radio will be able to receive all calls made using the Cab radios telephone number, engine number or appropriate group call numbers (including Railway emergency calls).","(M) mandatory, (O) optional, (I) informative"
S0179,PURE,2007-eirene_fun_7-2,"At the point of successful connection, the Cab radio will be able to receive all calls made using the Cab radios telephone number, engine number or appropriate group call numbers (including Railway emergency calls).","receive all calls made using the Cab radios telephone number, engine number or appropriate group call numbers (including Railway emergency calls)",no,informative_marker,no,informative_marker,,"EIRENE Functional Requirements Specification, version 7",5.2.3.2,I,5 Cab radio > 5.2 Functional requirements,"5.2.3.1: Powering up the Cab radio will initiate the following: automatic self-testing; (M) automatic selection of the pre-set loudspeaker volume; (M) registration with other on-train systems, such as ERTMS/ETCS; (M) all failures of self-tests should be recorded in the train-borne recorder; (O) connection of the Cab radio to an authorised mobile network. This shall be the network to which the mobile was last registered (where available); (M) if connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given; (M) if connection is not successful, an audible and visual indication shall be provided. (M) if connection is not successful, the manual network selection procedure may be initiated by the driver (see 5.2.3.23). (I)",5.2.3.3 (M): Powering down the Cab radio shall cause the disconnection of the Cab radio from the mobile network.,"(M) mandatory, (O) optional, (I) informative"
S0180,PURE,2007-eirene_fun_7-2,Powering down the Cab radio shall cause the disconnection of the Cab radio from the mobile network.,cause the disconnection of the Cab radio from the mobile network,yes,,yes,,cause the disconnection of the Cab radio from the mobile network,"EIRENE Functional Requirements Specification, version 7",5.2.3.3,M,5 Cab radio > 5.2 Functional requirements,"5.2.3.2 (I): At the point of successful connection, the Cab radio will be able to receive all calls made using the Cab radios telephone number, engine number or appropriate group call numbers (including Railway emergency calls).","5.2.3.4 (M): When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.","(M) mandatory, (O) optional, (I) informative"
S0181,PURE,2007-eirene_fun_7-2,"When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.",retain any numbers which are stored at the time the radio is switched off,yes,,yes,,retain any numbers which are stored at the time the radio is switched off,"EIRENE Functional Requirements Specification, version 7",5.2.3.4,M,5 Cab radio > 5.2 Functional requirements,5.2.3.3 (M): Powering down the Cab radio shall cause the disconnection of the Cab radio from the mobile network.,5.2.3.5 (M): The MMI on/off control shall be designed to prevent accidental activation/ deactivation.,"(M) mandatory, (O) optional, (I) informative"
S0182,PURE,2007-eirene_fun_7-2,The MMI on/off control shall be designed to prevent accidental activation/ deactivation.,be designed to prevent accidental activation/ deactivation,yes,,no,not_sampled_mandatory_pool,,"EIRENE Functional Requirements Specification, version 7",5.2.3.5,M,5 Cab radio > 5.2 Functional requirements,"5.2.3.4 (M): When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.",5.2.3.6 (M): Switching the MMI on shall cause the following:,"(M) mandatory, (O) optional, (I) informative"
S0183,PURE,2007-eirene_fun_7-2,Switching the MMI on shall cause the following:,cause the following,no,colon_structure,no,colon_structure,,"EIRENE Functional Requirements Specification, version 7",5.2.3.6,M,5 Cab radio > 5.2 Functional requirements,5.2.3.5 (M): The MMI on/off control shall be designed to prevent accidental activation/ deactivation.,"5.2.3.7 (M): When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off:","(M) mandatory, (O) optional, (I) informative"
S0184,PURE,2007-eirene_fun_7-2,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off:",be determined by the time elapsed since the MMI was last switched off,no,colon_structure,no,colon_structure,,"EIRENE Functional Requirements Specification, version 7",5.2.3.7,M,5 Cab radio > 5.2 Functional requirements,5.2.3.6 (M): Switching the MMI on shall cause the following:,"5.2.3.8 (O): The time should be able to be varied between 0 and 240 minutes, as a maintenance t function, allowing the radio to power up in a consistent state following minor operational procedures or power interruptions.","(M) mandatory, (O) optional, (I) informative"
